"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN","SE"
"1850","158: deur","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.90827329","0.242563536",1.14814814814815,0.0696696254167378
"1851","159: openbreken.","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"61.15083683","0.730983325",1.14814814814815,0.0696696254167378
"1852","160: Maar","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,"62.68503656","0.081220369",1.22222222222222,0.0815332650783714
"1853","161: dit","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,"62.76625693","0.149269868",1.22222222222222,0.0815332650783714
"1856","164: flat.","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,"63.26016458","0.289759156",1.22222222222222,0.0815332650783714
"1858","166: laat","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"63.65090042","0.195367916",1.18518518518519,0.076180865852541
"1859","167: er","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"63.84626833","0.043902902",1.18518518518519,0.076180865852541
"1860","168: niemand","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"63.89017123","0.32496837",1.18518518518519,0.076180865852541
"1861","169: in.","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"64.2151396","0.276588285",1.18518518518519,0.076180865852541
"1862","170: Telkens","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"65.48217257","0.329271768",1.11111111111111,0.0616333551361366
"1863","171: wanneer","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"65.81144434","0.214026649",1.11111111111111,0.0616333551361366
"1864","172: de","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"66.02547099","0.063659209",1.11111111111111,0.0616333551361366
"1865","173: man","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"66.0891302","0.207441214",1.11111111111111,0.0616333551361366
"1867","175: in","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"66.41840197","0.084513087",1.11111111111111,0.0616333551361366
"1868","176: de","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"66.50291505","0.083415515",1.11111111111111,0.0616333551361366
"1869","177: woonkamer","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"66.58633057","0.504883378",1.11111111111111,0.0616333551361366
"1870","178: hoort","24.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"67.09121395","0.297061673",1.11111111111111,0.0616333551361366
"1871","179: begint","24.1",1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"67.38827562","0.392930977",1.14814814814815,0.0696696254167378
"1872","180: zijn","24.1",1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"67.7812066","0.140489288",1.14814814814815,0.0696696254167378
"1873","181: gekras.","24.1",1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"67.92169588","0.616835779",1.14814814814815,0.0696696254167378
"1874","182: Geen","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"69.85174979","0.268905277",1.37037037037037,0.0947052429549553
"1875","183: geluiden","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"70.12065507","0.377564961",1.37037037037037,0.0947052429549553
"1876","184: meer","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"70.49822003","0.13280628",1.37037037037037,0.0947052429549553
"1877","185: maken","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"70.63102631","0.362198945",1.37037037037037,0.0947052429549553
"1878","186: is","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"70.99322526","0.13719657",1.37037037037037,0.0947052429549553
"1879","187: de","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,"71.13042183","0.065854354",1.37037037037037,0.0947052429549553
"1880","188: boodschap.","24.1",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,"71.19627618","0.503231307",1.40740740740741,0.0963620200871098
"1881","1: Het","26.1",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"73.02717882","0.142684433",1.07407407407407,0.0513611292801138
"1882","2: krassen","26.1",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"73.16986325","0.329271768",1.07407407407407,0.0513611292801138
"1883","3: op","26.1",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"73.49913502","0.076830079",1.07407407407407,0.0513611292801138
"1884","4: de","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"73.5759651","0.149269868",1,0
"1885","5: muur","26.1",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"73.72523497","0.284271293",1.07407407407407,0.0513611292801138
"1886","6: wordt","26.1",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,"74.00950626","0.225002375",1.14814814814815,0.0696696254167378
"1887","7: driftiger.","26.1",2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,"74.23450864","0.564152296",1.66666666666667,0.0924500327042048
"1888","8: De","26.1",1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,"75.41044331","0.036219895",1.55555555555556,0.0974508910341144
"1889","9: man","26.1",1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,"75.4466632","0.250246544",1.55555555555556,0.0974508910341144
"1890","10: gedraagt","26.1",2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,"75.69690975","0.44561446",1.62962962962963,0.0947052429549553
"1891","11: zich","26.1",2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,"76.14252421","0.120732982",1.66666666666667,0.0924500327042048
"1892","12: als","26.1",2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,"76.26325719","0.092196095",1.74074074074074,0.0859436075726402
"1893","13: een","26.1",2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,"76.35545328","0.154757731",1.74074074074074,0.0859436075726402
"1894","14: roofdier.","26.1",2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,"76.51021101","0.598448695",1.77777777777778,0.0815332650783714
"1895","15: Hij","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"77.45291678","0.136098998",1.14814814814815,0.0696696254167378
"1896","16: weet","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"77.58901578","0.240368391",1.14814814814815,0.0696696254167378
"1897","17: dat","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"77.82938417","0.093293668",1.14814814814815,0.0696696254167378
"1898","18: hij","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"77.92267783","0.13280628",1.14814814814815,0.0696696254167378
"1899","19: ongestoord","26.1",1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"78.05548411","0.59249345",1.22222222222222,0.0815332650783714
"1900","20: op","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"78.64797756","0.100976676",1.18518518518519,0.076180865852541
"1901","21: de","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"78.74895424","0.059268918",1.18518518518519,0.076180865852541
"1902","22: muur","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"78.80822316","0.239270818",1.18518518518519,0.076180865852541
"1903","23: kan","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"79.04749398","0.196465488",1.18518518518519,0.076180865852541
"1904","24: krassen","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,"79.24395946","0.380857679",1.18518518518519,0.076180865852541
"1905","25: dat","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,"79.62481714","0.116342691",1.22222222222222,0.0815332650783714
"1907","27: geen","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,"79.80152633","0.190781668",1.22222222222222,0.0815332650783714
"1908","28: mens","26.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,"79.99230799","0.277685858",1.22222222222222,0.0815332650783714
"1909","29: te","26.1",1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,"80.26999385","0.073537362",1.2962962962963,0.0895511888632576
"1910","30: hulp","26.1",1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,"80.34353121","0.235978101",1.2962962962963,0.0895511888632576
"1911","31: kan","26.1",1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,"80.57950931","0.165733457",1.2962962962963,0.0895511888632576
"1912","32: roepen.","26.1",1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,"80.74524277","0.31719847",1.2962962962963,0.0895511888632576
"1914","34: moet","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.38416808","0.18878248",1.03703703703704,0.037037037037037
"1915","35: de","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.57295056","0.035122322",1.03703703703704,0.037037037037037
"1916","36: man","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.60807288","0.320491188",1.03703703703704,0.037037037037037
"1917","37: weglokken","26.1",1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.92856407","0.444516887",1.14814814814815,0.0696696254167378
"1918","38: van","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"83.37308096","0.160245594",1.03703703703704,0.037037037037037
"1919","39: de","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"83.53332655","0.080122797",1.03703703703704,0.037037037037037
"1920","40: muur.","26.1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"83.61344935","0.322686333",1.03703703703704,0.037037037037037
"1921","41: Nu","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"84.39023712","0.126220844",1.11111111111111,0.0616333551361366
"1922","42: moet","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"84.51645797","0.234880528",1.11111111111111,0.0616333551361366
"1924","44: het","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"84.83475401","0.135001425",1.11111111111111,0.0616333551361366
"1925","45: doen.","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"84.96975543","0.183294618",1.11111111111111,0.0616333551361366
"1926","46: Onhoorbaar","26.1",1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,"86.19106009","0.611347916",1.44444444444444,0.0974508910341144
"1927","47: sluip","26.1",1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,"86.80240801","0.437931452",1.40740740740741,0.0963620200871098
"1929","49: naar","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"87.30838896","0.084513087",1.22222222222222,0.0815332650783714
"1930","50: de","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"87.39290205","0.062561636",1.22222222222222,0.0815332650783714
"1931","51: deur","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"87.45546368","0.340247494",1.22222222222222,0.0815332650783714
"1932","52: en","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"88.10246625","0.14158686",1.18518518518519,0.076180865852541
"1933","53: druk","26.1",2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"88.24405311","0.288661583",1.2962962962963,0.0895511888632576
"1935","55: oog","26.1",2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"88.70393601","0.297442164",1.2962962962963,0.0895511888632576
"1936","56: tegen","26.1",1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"89.06503738","0.253539262",1.25925925925926,0.0859436075726402
"1937","57: het","26.1",1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,"89.31857664","0.082122209",1.22222222222222,0.0815332650783714
"1938","58: ronde","26.1",1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,"89.40069885","0.27878343",1.2962962962963,0.0895511888632576
"1939","59: kijkgaatje.","26.1",1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,"89.76619052","0.702446439",1.2962962962963,0.0895511888632576
"1940","60: De","26.1",1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,"91.39624858","0.061464063",1.33333333333333,0.0924500327042048
"1941","61: lift","26.1",1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,"91.45771264","0.299637309",1.33333333333333,0.0924500327042048
"1942","62: in","26.1",1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,"91.75734995","0.082317942",1.33333333333333,0.0924500327042048
"1943","63: de","26.1",1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,"91.83966789","0.053781055",1.33333333333333,0.0924500327042048
"1944","64: trappenhal","26.1",1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,"91.96808388","0.493907652",1.33333333333333,0.0924500327042048
"1945","65: zoemt.","26.1",1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,"92.46199153","0.417077573",1.40740740740741,0.0963620200871098
"1946","66: Een","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"93.64890193","0.119635409",1.03703703703704,0.037037037037037
"1947","67: vrouw","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"93.76853734","0.32158876",1.03703703703704,0.037037037037037
"1948","68: stapt","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"94.0901261","0.277685858",1.03703703703704,0.037037037037037
"1949","69: uit","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"94.36781196","0.154757731",1.03703703703704,0.037037037037037
"1950","70: de","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"94.52256969","0.057073773",1.03703703703704,0.037037037037037
"1951","71: lift","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"94.57964346","0.328174196",1.03703703703704,0.037037037037037
"1952","72: en","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"94.90781766","0.133903852",1.03703703703704,0.037037037037037
"1953","73: verdwijnt","26.1",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,"95.04172151","0.450819473",1.14814814814815,0.0696696254167378
"1954","74: in","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"95.49254098","0.099879103",1.07407407407407,0.0513611292801138
"1955","75: haar","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"95.59242009","0.102074248",1.07407407407407,0.0513611292801138
"1956","76: flat.","26.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"95.69449433","0.435736307",1.07407407407407,0.0513611292801138
"1957","77: Na","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"97.21140433","0.121830554",1.03703703703704,0.037037037037037
"1958","78: enkele","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"97.33323488","0.306222744",1.03703703703704,0.037037037037037
"1959","79: minuten","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"97.63945763","0.387443114",1.03703703703704,0.037037037037037
"1960","80: open","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"98.02690074","0.3600038",1.11111111111111,0.0616333551361366
"1962","82: onhoorbaar","26.1",1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,"98.542477","0.550981426",1.25925925925926,0.0859436075726402
"1963","83: de","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"99.09345842","0.139391715",1.14814814814815,0.0696696254167378
"1964","84: deur.","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"99.23285014","0.319393615",1.14814814814815,0.0696696254167378
"1965","85: Voorzichtig","26.1",1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,"100.4970468","0.523542112",1.2962962962963,0.0895511888632576
"1966","86: schuifel","26.1",1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,"101.0205889","0.567445014",1.44444444444444,0.0974508910341144
"1968","88: de","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,"101.6901082","0.065854354",1.18518518518519,0.076180865852541
"1969","89: gang","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,"101.7559625","0.27439314",1.18518518518519,0.076180865852541
"1970","90: op","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,"102.0303557","0.21438519",1.18518518518519,0.076180865852541
"1971","91: naar","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"102.2447409","0.103171821",1.11111111111111,0.0616333551361366
"1972","92: de","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"102.3479127","0.073537362",1.11111111111111,0.0616333551361366
"1973","93: volgende","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"102.42145","0.401711557",1.11111111111111,0.0616333551361366
"1974","94: deur.","26.1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"102.8231616","0.301277956",1.11111111111111,0.0616333551361366
"1975","95: Een","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"104.3941243","0.136098998",1.07407407407407,0.0513611292801138
"1976","96: druk","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"104.5302233","0.235978101",1.07407407407407,0.0513611292801138
"1977","97: op","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"104.7662014","0.099879103",1.07407407407407,0.0513611292801138
"1978","98: de","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"104.8660805","0.058171346",1.07407407407407,0.0513611292801138
"1979","99: bel.","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"104.9242518","0.340247494",1.07407407407407,0.0513611292801138
"1980","100: Dan","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.2799168","0.099879103",1.07407407407407,0.0513611292801138
"1983","103: terug","26.1",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.8835817","0.22719752",1.07407407407407,0.0513611292801138
"1984","104: en","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.1107792","0.126220844",1.03703703703704,0.037037037037037
"1985","105: draai","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.237","0.276588285",1.03703703703704,0.037037037037037
"1986","106: de","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.5135883","0.03841504",1.03703703703704,0.037037037037037
"1987","107: sleutel","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.5520034","0.403906702",1.03703703703704,0.037037037037037
"1988","108: om","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.9559101","0.073341629",1.03703703703704,0.037037037037037
"1989","109: in","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.0292517","0.079025224",1.03703703703704,0.037037037037037
"1990","110: het","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.1082769","0.092196095",1.03703703703704,0.037037037037037
"1991","111: slot.","26.1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.200473","0.380857679",1.03703703703704,0.037037037037037
"1992","112: Het","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"109.4000108","0.115245119",1,0
"1993","113: krassen","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"109.5152559","0.302930027",1,0
"1994","114: is","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"109.8181859","0.149269868",1,0
"1995","115: gestopt.","26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"109.9674558","0.481834354",1,0
"1996","116: De","26.1",2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,"111.4710211","0.122928127",1.77777777777778,0.0815332650783714
"1997","117: muur","26.1",2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,"111.5939492","0.209636359",1.77777777777778,0.0815332650783714
"1998","118: zwijgt.","26.1",2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,"111.8035856","0.521346966",1.81481481481481,0.076180865852541
"1999","119: Zijn","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,"113.0716292","0.126220844",1.25925925925926,0.0859436075726402
"2000","120: deurbel","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,"113.1978501","0.421467863",1.25925925925926,0.0859436075726402
"2001","121: heeft","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,"113.619318","0.251344116",1.2962962962963,0.0895511888632576
"2002","122: hem","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,"113.8706621","0.068049499",1.2962962962963,0.0895511888632576
"2003","123: in","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,"113.9387116","0.071342216",1.33333333333333,0.0924500327042048
"2004","124: verwarring","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,"114.0100538","0.397321267",1.37037037037037,0.0947052429549553
"2005","125: gebracht.","26.1",1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,"114.407375","0.557925402",1.37037037037037,0.0947052429549553
