"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN","SE"
"1747","55: op","24.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"24.32480575","0.108659684",1.03703703703704,0.037037037037037
"1748","56: de","24.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"24.43346543","0.040610185",1.03703703703704,0.037037037037037
"1749","57: grond","24.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"24.47407562","0.419272718",1.03703703703704,0.037037037037037
"1750","58: en","24.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"24.89334834","0.19654118",1.03703703703704,0.037037037037037
"1751","59: rolt","24.1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"25.08988952","0.319393615",1.03703703703704,0.037037037037037
"1752","60: met","24.1",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"25.40928313","0.126220844",1.07407407407407,0.0513611292801138
"1753","61: een","24.1",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"25.53550398","0.131708707",1.11111111111111,0.0616333551361366
"1754","62: klap","24.1",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"25.75501849","0.333662058",1.11111111111111,0.0616333551361366
"1755","63: tegen","24.1",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"26.28514603","0.230109522",1.07407407407407,0.0513611292801138
"1756","64: de","24.1",1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"26.51525556","0.069147071",1.11111111111111,0.0616333551361366
"1757","65: metalen","24.1",1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"26.58440263","0.441224169",1.14814814814815,0.0696696254167378
"1758","66: vuilnisbak.","24.1",1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"27.0256268","0.655250819",1.11111111111111,0.0616333551361366
"1760","68: armbeweging","24.1",2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,"29.22916081","0.693665858",1.55555555555556,0.0974508910341144
"1761","69: bevriest.","24.1",2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,"29.92282667","0.519151821",1.66666666666667,0.0924500327042048
"1762","70: De","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"31.82809282","0.077927652",1,0
"1763","71: man","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"31.90602047","0.199758206",1,0
"1764","72: van","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"32.10577867","0.122928127",1,0
"1765","73: de","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"32.2287068","0.052683483",1,0
"1766","74: flat","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"32.28139028","0.300734882",1,0
"1767","75: hiernaast","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"32.58212517","0.433541162",1,0
"1768","76: moet","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"33.01566633","0.297442164",1,0
"1769","77: de","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"33.36030411","0.061464063",1,0
"1770","78: klap","24.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"33.45532554","0.212929077",1,0
"1773","81: Het","24.1",1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"35.17959009","0.061464063",1.18518518518519,0.076180865852541
"1774","82: verschrikkelijke","24.1",1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,"35.24105415","0.653055674",1.25925925925926,0.0859436075726402
"1775","83: krassen","24.1",1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"35.96654961","0.367686808",1.22222222222222,0.0815332650783714
"1776","84: begint","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"36.33423642","0.325055261",1.11111111111111,0.0616333551361366
"1777","85: weer.","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"36.65929168","0.318296043",1.11111111111111,0.0616333551361366
"1778","86: O","24.1",2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"36.97758772","0.122928127",1.22222222222222,0.0815332650783714
"1779","87: God","24.1",2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,"37.10051585","0.395126122",1.25925925925926,0.0859436075726402
"1780","88: houdt","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"37.49564197","0.220612085",1.14814814814815,0.0696696254167378
"1781","89: het","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"37.71625406","0.096586385",1.14814814814815,0.0696696254167378
"1782","90: dan","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"37.81284044","0.152551611",1.14814814814815,0.0696696254167378
"1783","91: nooit","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"37.96539205","0.26561256",1.14814814814815,0.0696696254167378
"1784","92: op?","24.1",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"38.23100461","0.245856254",1.14814814814815,0.0696696254167378
"1786","94: trek","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"39.44947274","0.239270818",1.33333333333333,0.0924500327042048
"1788","96: rok","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"39.839111","0.215124222",1.33333333333333,0.0924500327042048
"1789","97: op","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"40.05423522","0.208538787",1.33333333333333,0.0924500327042048
"1790","98: zak","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"40.53606957","0.304027599",1.33333333333333,0.0924500327042048
"1791","99: op","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"40.84009717","0.136098998",1.33333333333333,0.0924500327042048
"1792","100: handen","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"40.97619617","0.338584448",1.33333333333333,0.0924500327042048
"1793","101: en","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"41.31478062","0.125123272",1.33333333333333,0.0924500327042048
"1794","102: knie","24.1",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,"41.43990389","0.41158971",1.33333333333333,0.0924500327042048
"1795","103: en","24.1",2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,"42.31796194","0.088903377",1.44444444444444,0.0974508910341144
"1796","104: sleur","24.1",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,"42.40686532","0.421728538",1.92592592592593,0.0513611292801138
"1798","106: oude","24.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,"42.97566858","0.295247019",1.92592592592593,0.0513611292801138
"1799","107: lijf","24.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,"43.2709156","0.336954776",1.92592592592593,0.0513611292801138
"1800","108: naar","24.1",2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,"43.60787037","0.114147546",1.55555555555556,0.0974508910341144
"1801","109: de","24.1",2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,"43.72201792","0.065854354",1.55555555555556,0.0974508910341144
"1802","110: woonkamer.","24.1",2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,"43.78787227","0.656706707",1.55555555555556,0.0974508910341144
"1803","111: Daar","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"45.46484288","0.102074248",1.14814814814815,0.0696696254167378
"1804","112: komt","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"45.56691713","0.235978101",1.14814814814815,0.0696696254167378
"1805","113: het","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"45.80289523","0.108659684",1.14814814814815,0.0696696254167378
"1806","114: geluid","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"45.91155491","0.27878343",1.14814814814815,0.0696696254167378
"1807","115: vandaan.","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"46.19033834","0.459882903",1.11111111111111,0.0616333551361366
"1808","116: Daar","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"46.95231437","0.139391715",1.14814814814815,0.0696696254167378
"1809","117: moet","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"47.09170609","0.164635884",1.14814814814815,0.0696696254167378
"1811","119: naartoe.","24.1",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"47.39244097","0.391833404",1.14814814814815,0.0696696254167378
"1812","120: Vandaag","24.1",1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,"48.66533132","0.379760106",1.33333333333333,0.0924500327042048
"1813","121: laat","24.1",1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,"49.04509142","0.22280723",1.33333333333333,0.0924500327042048
"1816","124: niet","24.1",1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,"49.54229179","0.204148496",1.33333333333333,0.0924500327042048
"1817","125: meer","24.1",1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,"49.74644029","0.093293668",1.33333333333333,0.0924500327042048
"1818","126: door","24.1",1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,"49.83973396","0.113049974",1.44444444444444,0.0974508910341144
"1820","128: angst","24.1",2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,"50.10754166","0.274936439",1.59259259259259,0.0963620200871098
"1821","129: verlammen.","24.1",2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,"50.3824781","0.408296993",1.62962962962963,0.0947052429549553
"1822","130: Al","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"52.84237671","0.136098998",1.07407407407407,0.0513611292801138
"1823","131: enkele","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"52.97847571","0.333662058",1.07407407407407,0.0513611292801138
"1824","132: dagen","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"53.31213777","0.408296993",1.07407407407407,0.0513611292801138
"1825","133: krast","24.1",1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"53.76763038","0.31280818",1.11111111111111,0.0616333551361366
"1826","134: de","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.08043856","0.061464063",1.07407407407407,0.0513611292801138
"1827","135: man","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.14190262","0.195367916",1.07407407407407,0.0513611292801138
"1828","136: van","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.33727054","0.116342691",1.07407407407407,0.0513611292801138
"1829","137: hiernaast","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.45361323","0.390724857",1.07407407407407,0.0513611292801138
"1830","138: op","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.84433809","0.104269393",1.07407407407407,0.0513611292801138
"1831","139: de","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"54.94860748","0.102074248",1.07407407407407,0.0513611292801138
"1832","140: muur.","24.1",1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"55.05068173","0.32158876",1.07407407407407,0.0513611292801138
"1833","141: Het","24.1",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,"56.1159461","0.095488813",1.22222222222222,0.0815332650783714
"1834","142: krassen","24.1",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,"56.21143492","0.323783905",1.22222222222222,0.0815332650783714
"1835","143: is","24.1",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,"56.53521882","0.115245119",1.22222222222222,0.0815332650783714
"1836","144: voor","24.1",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,"56.65046394","0.147074723",1.22222222222222,0.0815332650783714
"1838","146: bestemd.","24.1",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,"56.98741872","0.575128022",1.25925925925926,0.0859436075726402
"1839","147: De","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"58.42805313","0.125123272",1.14814814814815,0.0696696254167378
"1840","148: man","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"58.5531764","0.151465013",1.14814814814815,0.0696696254167378
"1841","149: wil","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"58.70464142","0.116342691",1.14814814814815,0.0696696254167378
"1843","151: eerst","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"58.97903456","0.22280723",1.14814814814815,0.0696696254167378
"1844","152: bang","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.20184179","0.300734882",1.14814814814815,0.0696696254167378
"1845","153: maken.","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.50257667","0.400613985",1.14814814814815,0.0696696254167378
"1846","154: Daarna","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.32985255","0.263417415",1.14814814814815,0.0696696254167378
"1847","155: wil","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.59326997","0.143782005",1.14814814814815,0.0696696254167378
"1848","156: hij","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.73705197","0.114147546",1.14814814814815,0.0696696254167378
"1849","157: de","24.1",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.85119952","0.057073773",1.14814814814815,0.0696696254167378
