"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","Onset","Duration"
"775","23: maar","11.1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","195.0662227","0.080064681"
"776","24: eens","11.1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","195.1462874","0.135403505"
"777","25: hier.'","11.1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","195.2816909","0.327323256"
"779","27: wenkte","11.1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","2","2","196.5743123","0.323790991"
"780","28: me","11.1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","2","2","mismatch","mismatch"
"781","29: trok","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","197.9262484","0.202516547"
"782","30: een","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","198.128765","0.060048511"
"783","31: stoel","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","198.1888135","0.307307086"
"784","32: dichter","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","198.4961206","0.280226385"
"785","33: bij","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","198.776347","0.311419299"
"786","34: het","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","199.0877663","0.083596947"
"787","35: tafeltje","11.1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","199.1713632","0.486275197"
"789","37: beduidde","11.1","2","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","199.8271872","0.399845359"
"790","38: me","11.1","2","1","1","1","1","2","1","2","2","1","1","1","1","2","2","2","mismatch","mismatch"
"791","39: dat","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","200.4436781","0.147177723"
"792","40: ik","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","mismatch","mismatch"
"793","41: daarop","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","200.730969","0.23077467"
"794","42: moest","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","200.9617437","0.273161854"
"795","43: gaan","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","201.2349056","0.14482288"
"796","44: zitten.","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","201.3797284","0.354830548"
"797","45: 'Je","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","202.6012435","0.07888726"
"798","46: hoofd","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","202.6801308","0.327323256"
"799","47: wat","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","203.0074541","0.155419676"
"800","48: naar","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","203.1628737","0.107145382"
"802","50: Hij","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","204.469914","0.083596947"
"803","51: stond","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","204.553511","0.275516698"
"804","52: achter","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","204.8290277","0.333210365"
"805","53: me","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","mismatch","mismatch"
"808","56: me","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","2","2","mismatch","mismatch"
"809","57: een","11.1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","205.8380782","0.166016472"
"810","58: lichte","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","206.0040946","0.348346189"
"811","59: duw","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","206.3524408","0.292000603"
"812","60: tegen","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","206.6444414","0.254323106"
"813","61: mijn","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","mismatch","mismatch"
"814","62: kruin","11.1","1","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","207.0937558","0.383839502"
"815","63: zijn","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","208.0215642","0.114909512"
"816","64: handen","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","208.1364737","0.31672646"
"817","65: gingen","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","208.4532001","0.254323106"
"818","66: door","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","208.7075232","0.133048662"
"819","67: mijn","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","mismatch","mismatch"
"821","69: Er","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","210.3490878","0.114209913"
"822","70: kroop","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","210.4632978","0.251968262"
"823","71: een","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","210.715266","0.138935771"
"824","72: rilling","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","210.8542018","0.34262974"
"825","73: over","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","211.1968315","0.326145835"
"826","74: mijn","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","mismatch","mismatch"
"828","76: die","11.1","2","1","2","2","1","1","2","2","2","1","2","2","2","2","1","1","212.0127848","0.072522103"
"829","77: ik","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","mismatch","mismatch"
"830","78: voelde","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","212.2583879","0.436823482"
"831","79: tot","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","212.6952114","0.142468036"
"832","80: aan","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","212.8376795","0.130693818"
"833","81: mijn","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","mismatch","mismatch"
"834","82: billen.","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","213.0814058","0.39561372"
"835","83: Ik","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","mismatch","mismatch"
"836","84: rook","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","214.516188","0.287290916"
"837","85: een","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","214.8034789","0.068290464"
"838","86: scherpe","11.1","2","1","2","1","1","1","2","1","2","2","2","2","1","1","1","1","214.8717694","0.561630192"
"839","87: vislucht","11.1","2","1","2","1","1","1","2","1","2","2","2","2","1","1","1","1","215.4333996","0.561630192"
"840","88: die","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","215.9950298","0.070610927"
"841","89: me","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","mismatch","mismatch"
"842","90: misselijk","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","216.2057539","0.470968714"
"843","91: maakte.","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","216.6943839","0.438000904"
"846","94: deed","11.1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","2","1","218.1778839","0.180145533"
"847","95: een","11.1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","2","1","218.3580295","0.14482288"
"848","96: dubbele","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","218.5028523","0.277871541"
"849","97: metalen","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","218.7807239","0.483920354"
"850","98: band","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","219.2646442","0.303774821"
"851","99: over","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","219.5684191","0.272837388"
"852","100: mijn","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","mismatch","mismatch"
"853","101: hoofd","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","220.0202246","0.426226686"
"854","102: en","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","220.7490486","0.14482288"
"855","103: drukte","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","1","220.8938715","0.339063094"
"856","104: twee","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","221.2941606","0.281403807"
"857","105: zwarte","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","221.5755644","0.359113645"
"858","106: schijven","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","221.934678","0.453307387"
"859","107: met","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","222.3879854","0.167193894"
"860","108: gaatjes","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","222.5551793","0.461378456"
"861","109: erin","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","223.0165577","0.28375865"
"862","110: op","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","223.3898005","0.107145382"
"863","111: mijn","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","mismatch","mismatch"
"864","112: oren.","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","223.6738319","0.367355597"
"941","1: 'Nu","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","1","1","2","226.2305264","0.160129363"
"942","2: goed","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","1","1","2","226.3906558","0.269629589"
"943","3: luisteren","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","1","1","2","226.6602854","0.652291669"
"944","4: riep","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","1","1","2","227.4420935","0.203966753"
"945","5: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","227.6460602","0.319985942"
"947","7: komt","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","1","1","2","228.3748843","0.335991799"
"949","9: Hij","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","2","1","1","229.658069","0.116564757"
"951","11: zich","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","2","1","1","230.0595698","0.187210064"
"952","12: voorover","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","2","1","1","230.2467799","0.616969016"
"953","13: zodat","13.1","2","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","231.1274914","0.251643796"
"954","14: zijn","13.1","2","1","2","1","1","1","2","2","2","1",NA,"2","1","2","2","1","231.3791352","0.169548737"
"955","15: groot","13.1","2","1","2","1","1","1","2","2","2","2",NA,"2","2","2","2","1","231.5486839","0.374420128"
"956","16: uitgezakt","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","mismatch","mismatch"
"957","17: gezicht","13.1","2","1","2","1","1","1","2","2","2","2",NA,"2","2","2","2","1","232.6853223","0.457999772"
"958","18: vlak","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","233.1433221","0.284936072"
"959","19: voor","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","233.4282582","0.17779069"
"960","20: het","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","233.6060489","0.088306634"
"961","21: mijne","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","mismatch","mismatch"
"962","22: hing.","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","2","2","1","234.0628885","0.273281281"
"963","23: Ik","13.1","1","1","2","1","1","2","2","1","2","2",NA,"2","1","2","2","1","mismatch","mismatch"
"964","24: zag","13.1","1","1","2","1","1","2","2","1","2","2",NA,"2","1","2","2","1","235.4565973","0.237839201"
"965","25: de","13.1","1","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","235.6944365","0.09890343"
"966","26: rode","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","235.7933399","0.353226536"
"967","27: adertjes","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","236.1465664","0.57340441"
"968","28: in","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","236.7199709","0.089484056"
"969","29: zijn","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","236.8094549","0.136273539"
"970","30: vochtige","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","236.9457284","0.500404259"
"971","31: ogen","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","2","2","1","237.4461327","0.464177192"
"972","32: en","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","238.2235041","0.094603256"
"973","33: hoe","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","238.3181073","0.117742179"
"974","34: zijn","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","238.4358495","0.162484206"
"975","35: pupillen","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","238.5983337","0.452129966"
"976","36: heen","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","239.0504637","0.19780686"
"977","37: en","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","239.2482706","0.095371165"
"978","38: weer","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","239.3436417","0.239016622"
"979","39: schoten","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","2","2","1","mismatch","mismatch"
"980","40: —","13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mismatch","mismatch"
"981","41: hij","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","1","2","2","240.7163105","0.121274444"
"982","42: wilde","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","1","2","2","240.8375849","0.259032793"
"983","43: zien","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","1","2","2","241.0966177","0.221355296"
"985","45: ik","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","1","2","2","mismatch","mismatch"
"986","46: hoorde.","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","1","2","2","241.5852478","0.416807312"
"987","47: In","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","2","2","1","243.2334332","0.109500226"
"988","48: mijn","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","2","2","1","mismatch","mismatch"
"989","49: oren","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","2","2","1","243.6455309","0.308484508"
"990","50: begon","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","2","2","1","243.9540154","0.343807161"
"991","51: een","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","2","2","2","1","244.2978225","0.142468036"
"992","52: geweldig","13.1","1","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","1","244.4402906","0.667137407"
"993","53: lawaai","13.1","1","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","1","245.107428","0.770613795"
"995","55: piepen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","2","2","1","246.8059693","0.385016924"
"996","56: een","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","2","2","1","247.4851537","0.074177572"
"997","57: scheurend","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","1","247.5593313","0.750017677"
"998","58: gegil","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","1","248.309349","0.63934003"
"999","59: lange","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","2","2","1","249.3008405","0.333210365"
"1000","60: fluittonen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","2","2","1","249.6340508","0.82419525"
"1001","61: die","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","2","2","1","250.4582461","0.186032642"
"1002","62: plotseling","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","2","2","2","250.7396499","0.471088141"
"1003","63: overgingen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","2","2","2","251.210738","0.526307538"
"1004","64: in","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","2","2","2","251.7370456","0.2107585"
"1005","65: razend","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","2","251.9478041","0.513782264"
"1006","66: geloei","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","2","2","2","252.4615863","0.582960063"
"1007","67: dat","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","2","2","1","253.3409325","0.089484056"
"1008","68: door","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","2","2","1","253.4304165","0.193097173"
"1009","69: mijn","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","2","2","1","mismatch","mismatch"
"1010","70: hele","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","2","2","1","253.822498","0.34262974"
"1011","71: lichaam","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","2","2","1","254.1651277","0.414452469"
"1013","73: Meneer","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","256.1238456","0.231952092"
"1014","74: Kuisters","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","256.4111365","0.49451715"
"1015","75: lachte.","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","256.9056536","0.376774971"
"1016","76: Dat","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","258.7250089","0.182500377"
"1017","77: is","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","258.9075093","0.167193894"
"1018","78: 'm","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","259.0747032","0.141290614"
"1019","79: nou","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","259.2159938","0.307307086"
"1020","80: schreeuwde","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","257.4861226","0.619306782"
"1021","81: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","2","mismatch","mismatch"
"1022","82: 'dat","13.1","1","1","1","2","1","1","1","1","1","1",NA,"1","1","1","1","2","259.8200112","0.223710139"
"1023","83: is","13.1","1","1","1","2","1","1","1","1","1","1",NA,"1","1","1","1","2","260.0437213","0.189564907"
"1024","84: de","13.1","1","1","1","2","2","1","1","1","1","1",NA,"1","1","1","1","2","260.2332862","0.058393267"
"1025","85: Mexicaanse","13.1","1","2","1","2","2","1","1","1","1","1",NA,"1","1","1","1","2","260.2916795","0.753549943"
"1026","86: hond.'","13.1","1","2","1","2","2","1","1","1","1","1",NA,"1","1","1","1","2","261.0452294","0.473323558"
"1027","87: Ik","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","2","1","1","mismatch","mismatch"
"1028","88: probeerde","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","2","1","1","263.2386979","0.489807463"
"1029","89: de","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","2","1","1","263.7285054","0.105967961"
"1030","90: schijven","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","2","1","1","263.8344733","0.430936374"
"1031","91: af","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","2","1","1","264.2654097","0.213113343"
"1032","92: te","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","2","1","1","264.5044263","0.035322654"
"1033","93: rukken","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","2","1","1","264.539749","0.297887712"
"1035","95: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","264.9934657","0.156597097"
"1036","96: hield","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","265.1500628","0.224887561"
"1038","98: vast","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","265.4114504","0.386194346"
"1039","99: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","mismatch","mismatch"
"1041","101: met","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","266.2469591","0.200161704"
"1042","102: zijn","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","266.4471208","0.121274444"
"1043","103: hand","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","266.5683953","0.228539028"
"1044","104: stevig","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","266.7969343","0.453307387"
"1045","105: op","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","267.2502417","0.169548737"
"1046","106: mijn","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","mismatch","mismatch"
"1047","107: hoofd","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","267.5457746","0.400323407"
"1048","108: en","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","268.3122761","0.112554669"
"1050","110: aan","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","268.7651057","0.142468036"
"1051","111: een","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","268.9075737","0.163661628"
"1052","112: van","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","269.0712354","0.133048662"
"1053","113: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","269.204284","0.061225933"
"1054","114: knoppen.","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","2","1","1","269.3338004","0.347339427"
"1055","115: 'Hier","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","271.1019293","0.178968111"
"1056","116: is","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","271.2808974","0.156597097"
"1057","117: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","271.4374945","0.04591945"
"1058","118: HDO","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","271.483414","0.84421142"
"1059","119: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","272.6097288","0.068290464"
"1060","120: Hilversumse","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","272.6780193","0.770033848"
"1061","121: Draadloze","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","273.4480531","0.722936976"
"1063","123: riep","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","275.0376747","0.244903731"
"1064","124: iemand","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","275.2825784","0.438000904"
"1065","125: en","13.1","1","1","1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","276.1632555","0.134226084"
"1066","126: na","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","1","1","1","276.2974816","0.114209913"
"1067","127: een","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","1","1","1","276.4116915","0.074177572"
"1068","128: paar","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","1","1","1","276.4858691","0.302597399"
"1069","129: onverstaanbare","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","1","1","1","276.7884665","0.826550094"
"1070","130: zinnen","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","1","1","1","277.6150166","0.367184938"
"1071","131: sloeg","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","1","1","1","277.9822015","0.279048963"
"1072","132: er","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","1","1","1","278.2612505","0.08595179"
"1073","133: keiharde","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","1","1","1","278.4790735","0.479773536"
"1076","136: mijn","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","1","1","1","mismatch","mismatch"
"1078","138: alsof","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","2","2","1","280.9590816","0.267274745"
"1079","139: mijn","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","2","2","1","mismatch","mismatch"
"1080","140: hoofd","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","2","2","1","281.3805986","0.299065134"
"1081","141: bekneld","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","2","2","1","281.6796637","0.464910946"
"1082","142: zat","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","2","2","1","282.1445747","0.237839201"
"1083","143: in","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","282.3824139","0.133048662"
"1084","144: de","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","282.5154626","0.070645307"
"1085","145: hoorn","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","282.5861079","0.386194346"
"1086","146: van","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","282.9723022","0.138935771"
"1087","147: mijn","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","mismatch","mismatch"
"1088","148: vaders","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","283.2101414","0.428410646"
"1089","149: pathefoon.","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","2","2","2","283.7245038","0.675840105"
"1129","1: Na","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","285.7144319","0.208403656"
"1130","2: een","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","285.9228356","0.100080852"
"1131","3: tijdje","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","286.0229164","0.350871692"
"1132","4: verloste","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","286.3737881","0.416807312"
"1133","5: meneer","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","286.7905954","0.223710139"
"1134","6: Kuisters","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","287.0931928","0.57941072"
"1135","7: me","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","mismatch","mismatch"
"1136","8: onzacht","15.1","2","2","2","1","2","2","1",NA,"1","2","2","2","2",NA,"2","1","287.846862","0.535726912"
"1137","9: van","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","288.3825889","0.152296923"
"1138","10: de","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","288.5348858","0.05298398"
"1139","11: koptelefoon.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1",NA,"2","1","288.6384989","0.748840256"
"1142","14: scheen","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","290.8352265","0.281403807"
"1143","15: hem","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","291.1166303","0.071822729"
"1144","16: niet","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","291.188453","0.170726159"
"1145","17: bevallen","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","mismatch","mismatch"
"1146","18: te","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","mismatch","mismatch"
"1147","19: zijn.","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1",NA,"1","1","mismatch","mismatch"
"1148","20: Versuft","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"1","2","292.5640738","0.469791292"
"1149","21: bleef","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"1","2","293.0950911","0.221355296"
