X,word,qnLabel,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Onset,Duration,MN,SE,marker_event,onset_event,duration_event,MN_event,SE_event
2093,25: dan,28.1,5,3,4,5,5,1,1,1,3,6,3,5,2,4,1,3,6,3,4,4,2,5,2,3,1,2,,140.266832,0.166831029,3.230769231,0.315290793,,,,,
2094,26: pas,28.1,5,3,4,5,5,1,1,1,3,6,3,5,2,4,1,3,6,3,4,4,2,5,2,3,1,2,,140.4687853,0.181099473,3.230769231,0.315290793,,,,,
2095,27: kom,28.1,5,3,4,5,5,1,1,1,3,6,3,5,2,4,1,3,6,3,4,4,2,5,2,3,1,2,,140.6915926,0.156952876,3.230769231,0.315290793,,,,,
2097,29: in,28.1,5,3,4,5,5,1,1,1,3,6,3,5,2,4,1,3,6,3,4,4,2,5,2,3,1,2,,140.9187901,0.063659209,3.230769231,0.315290793,,,,,
2098,30: beweging.,28.1,5,3,4,5,5,1,1,1,3,6,3,5,2,4,1,3,6,3,4,4,2,5,2,3,1,2,,140.9824493,0.624518787,3.230769231,0.315290793,1,140.266832,1.193061374,3.230769231,
2099,31: Dat,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,142.5121718,0.122928127,2.346153846,0.298417919,,,,,
2100,32: is,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,142.6351,0.160245594,2.346153846,0.298417919,,,,,
2101,33: het,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,142.7953456,0.062561636,2.346153846,0.298417919,,,,,
2102,34: geheim,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,142.8579072,0.254636834,2.346153846,0.298417919,,,,,
2103,35: van,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,143.112544,0.149269868,2.346153846,0.298417919,,,,,
2104,36: katten.,28.1,2,6,2,3,5,1,1,1,1,2,3,4,1,2,1,1,5,3,2,5,1,1,2,3,1,2,,143.2618139,0.373174671,2.346153846,0.298417919,1,142.5121718,1.12281673,2.346153846,
2105,37: Tot,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,145.2125369,0.156952876,2.115384615,0.217162988,,,,,
2106,38: voor,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,145.3694898,0.113049974,2.115384615,0.217162988,,,,,
2107,39: kort,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,145.5374184,0.235978101,2.115384615,0.217162988,,,,,
2108,40: woonde,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,145.7733965,0.288661583,2.115384615,0.217162988,,,,,
2110,42: in,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,146.1838886,0.09000095,2.115384615,0.217162988,,,,,
2112,44: geboortehuis,28.1,2,3,1,4,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,146.4154765,0.643166546,2.115384615,0.217162988,,,,,
2113,45: aan,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.058643,0.083415515,2.076923077,0.206978831,,,,,
2114,46: de,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.1420585,0.058171346,2.076923077,0.206978831,,,,,
2115,47: andere,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.2002299,0.288661583,2.076923077,0.206978831,,,,,
2116,48: kant,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.5327943,0.182197045,2.076923077,0.206978831,,,,,
2117,49: van,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.7149914,0.107562111,2.076923077,0.206978831,,,,,
2118,50: de,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.8225535,0.04280533,2.076923077,0.206978831,,,,,
2119,51: stad.,28.1,2,3,1,3,3,1,1,1,1,2,1,4,1,2,1,2,4,2,4,3,2,1,1,3,3,2,,147.8653588,0.417620872,2.076923077,0.206978831,1,145.2125369,2.708243832,2.094674556,
2120,52: Zestig,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,149.0310456,0.495005225,3.230769231,0.310372938,,,,,
2121,53: jaar,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,149.5260508,0.246953826,3.230769231,0.310372938,,,,,
2122,54: wachtte,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,149.7730047,0.290856729,3.230769231,0.310372938,,,,,
2124,56: daar,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,150.1593502,0.176709182,3.230769231,0.310372938,,,,,
2125,57: op,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,150.3360594,0.106464538,3.230769231,0.310372938,,,,,
2126,58: een,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,150.4425239,0.068049499,3.230769231,0.310372938,,,,,
2127,59: man.,28.1,5,6,3,5,3,1,2,1,4,2,6,4,4,2,1,3,4,5,4,5,4,1,1,3,3,2,,150.5105734,0.305939895,3.230769231,0.310372938,1,149.0310456,1.689978894,3.230769231,
2128,60: Terwijl,28.1,2,2,1,5,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,151.634096,0.209636359,2.423076923,0.249140534,,,,,
2130,62: wachtte,28.1,2,2,1,5,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,151.9611727,0.479639209,2.423076923,0.249140534,1,151.634096,0.689275568,2.423076923,
2131,63: las,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,152.4408119,0.291954301,2.461538462,0.249496534,,,,,
2133,65: de,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,152.7876448,0.112767125,2.461538462,0.249496534,,,,,
2134,66: aankondigingen,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,152.9004119,0.686982557,2.461538462,0.249496534,,,,,
2135,67: in,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,153.5873945,0.032927177,2.461538462,0.249496534,,,,,
2136,68: het,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,153.6203217,0.072537655,2.461538462,0.249496534,,,,,
2137,69: parochieblad,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,1,1,1,3,3,2,,153.7927384,0.740763612,2.423076923,0.255240923,1,152.4408119,1.937932427,2.455128206,
2138,70: en,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,154.533502,0.185489763,2.461538462,0.249496534,,,,,
2139,71: keek,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,155.2898923,0.264514987,2.461538462,0.249496534,,,,,
2140,72: naar,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,155.5544073,0.139391715,2.461538462,0.249496534,,,,,
2141,73: de,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,155.693799,0.082317942,2.461538462,0.249496534,,,,,
2142,74: lottotrekking,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,155.776117,0.727690608,2.461538462,0.249496534,,,,,
2143,75: op,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,156.5038076,0.076830079,2.461538462,0.249496534,,,,,
2144,76: televisie.,28.1,2,5,1,3,3,1,2,1,2,4,4,4,1,1,1,2,4,3,4,4,2,1,1,3,3,2,,156.6442969,0.535973951,2.461538462,0.249496534,1,154.533502,2.012209045,2.461538462,
2146,78: las,28.1,2,2,1,2,3,1,2,1,2,4,4,4,1,1,1,1,4,3,4,4,2,1,1,3,3,2,,158.0141321,0.17561161,2.269230769,0.232429922,,,,,
2147,79: de,28.1,2,2,1,2,3,1,2,1,2,4,4,4,1,1,1,1,4,3,4,4,2,1,1,3,3,2,,158.1897437,0.086708232,2.269230769,0.232429922,,,,,
2148,80: horoscopen,28.1,2,2,1,2,3,1,2,1,2,4,4,4,1,1,1,1,4,3,4,4,2,1,1,3,3,2,,158.276452,0.612445489,2.269230769,0.232429922,,,,,
2149,81: van,28.1,2,2,1,2,3,1,2,1,2,4,4,4,1,1,1,1,4,3,4,4,2,1,1,3,3,2,,158.8888975,0.138294143,2.269230769,0.232429922,,,,,
2150,82: vrouwenbladen.,28.1,2,2,1,2,3,1,2,1,2,4,4,4,1,1,1,1,4,3,4,4,2,1,1,3,3,2,,159.0271916,0.876677627,2.269230769,0.232429922,1,158.0141321,1.889737101,2.269230769,
2151,83: Maar,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,159.9038692,0.254636834,3.269230769,0.326084898,,,,,
2152,84: een,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,160.1585061,0.161343166,3.269230769,0.326084898,,,,,
2153,85: man,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,160.3198492,0.312612447,3.269230769,0.326084898,,,,,
2154,86: kwam,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,160.6324617,0.272197995,3.269230769,0.326084898,,,,,
2155,87: er,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,160.9046597,0.104269393,3.269230769,0.326084898,,,,,
2156,88: niet.,28.1,5,5,3,5,3,1,2,1,5,4,6,4,4,1,1,6,4,5,4,4,2,1,1,3,3,2,,161.0089291,0.27000285,3.269230769,0.326084898,1,159.9038692,1.375062685,3.269230769,
2157,89: Na,28.1,6,6,3,4,4,1,1,1,3,7,3,3,3,1,1,5,3,4,3,3,5,1,6,3,2,5,,162.8463305,0.1800019,3.346153846,0.350570119,,,,,
2158,90: de,28.1,6,6,3,4,4,1,1,1,3,7,3,3,3,1,1,5,3,4,3,3,5,1,6,3,2,5,,163.0263324,0.069147071,3.346153846,0.350570119,,,,,
2159,91: dood,28.1,6,6,3,4,4,1,1,1,3,7,3,3,3,1,1,5,3,4,3,3,5,1,6,3,2,5,,163.0954795,0.282076148,3.346153846,0.350570119,,,,,
2160,92: van,28.1,6,6,3,4,4,1,1,1,3,7,3,3,3,1,1,5,3,4,3,3,5,1,6,3,2,5,,163.3775556,0.118537837,3.346153846,0.350570119,,,,,
2162,94: ouders,28.1,6,6,3,4,4,1,1,1,3,7,3,3,3,1,1,5,3,4,3,3,5,1,6,3,2,5,,163.5915823,0.504883378,3.346153846,0.350570119,,,,,
2163,95: heb,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,5,1,2,3,2,5,,164.1502467,0.200018881,2.923076923,0.327804242,,,,,
2165,97: het,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,164.4216078,0.110854829,2.807692308,0.318743836,,,,,
2166,98: huis,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,164.5324626,0.330369341,2.807692308,0.318743836,,,,,
2167,99: van,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,164.862832,0.079025224,2.807692308,0.318743836,,,,,
2168,100: de,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,164.9418572,0.074634934,2.807692308,0.318743836,,,,,
2169,101: hand,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,165.0164921,0.205246069,2.807692308,0.318743836,,,,,
2170,102: gedaan.,28.1,6,2,1,4,4,1,1,1,3,7,3,3,3,1,1,5,3,3,3,3,2,1,2,3,2,5,,165.2217382,0.40719942,2.807692308,0.318743836,1,162.8463305,2.561995032,3.041666667,
2171,103: Met,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,166.5348692,0.083415515,2.269230769,0.25150435,,,,,
2172,104: het,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,166.6182847,0.113049974,2.269230769,0.25150435,,,,,
2173,105: geld,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,166.7313347,0.347930502,2.269230769,0.25150435,,,,,
2174,106: kocht,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,167.1176802,0.251344116,2.269230769,0.25150435,,,,,
2176,108: deze,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,167.4612204,0.238173246,2.269230769,0.25150435,,,,,
2177,109: comfortabele,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,167.7378087,0.575116822,2.269230769,0.25150435,,,,,
2178,110: driekamerflat,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,4,3,3,3,3,2,1,2,3,2,1,,168.3129255,0.894521637,2.269230769,0.25150435,1,166.5348692,2.503551812,2.269230769,
2179,111: en,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,3,3,3,3,5,2,1,2,3,2,1,,169.2074472,0.219775187,2.307692308,0.264686931,,,,,
2180,112: een,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,3,3,3,3,5,2,1,2,3,2,1,,169.4272224,0.099879103,2.307692308,0.264686931,,,,,
2181,113: siamese,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,3,3,3,3,5,2,1,2,3,2,1,,169.5271015,0.519151821,2.307692308,0.264686931,,,,,
2182,114: kat.,28.1,1,3,1,5,4,1,2,1,1,2,5,3,1,1,1,3,3,3,3,5,2,1,2,3,2,1,,170.1143028,0.302930027,2.307692308,0.264686931,1,169.2074472,1.141736138,2.307692308,
2183,115: 'Een,28.1,1,6,3,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,171.3031365,0.084513087,2.307692308,0.264686931,,,,,
2184,116: ideaal,28.1,1,6,3,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,171.4524063,0.432443589,2.307692308,0.264686931,,,,,
2185,117: gezelschapsdier',28.1,1,6,3,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,171.8848499,1.038303643,2.307692308,0.264686931,,,,,
2186,118: zei,28.1,1,1,1,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,173.4681685,0.151465013,2.038461538,0.225188941,,,,,
2187,119: de,28.1,1,1,1,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,173.6196335,0.073537362,2.038461538,0.225188941,,,,,
2188,120: winkelbediende.,28.1,1,1,1,3,4,1,2,1,1,2,4,3,1,1,1,2,3,2,3,5,2,1,2,3,2,1,,173.6931709,0.729885753,2.038461538,0.225188941,1,171.3031365,2.510148447,2.173076923,
2189,121: Op,28.1,4,5,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,175.7043583,0.097683958,3.692307692,0.281584696,,,,,
2190,122: handen,28.1,4,5,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,175.8020423,0.30841789,3.692307692,0.281584696,,,,,
2191,123: en,28.1,4,5,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,176.1104601,0.151465013,3.692307692,0.281584696,,,,,
2192,124: voeten,28.1,4,5,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,176.2619252,0.390735832,3.692307692,0.281584696,,,,,
2193,125: sluip,28.1,4,2,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,176.9303469,0.465815973,3.576923077,0.283782565,,,,,
2195,127: naar,28.1,4,2,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,177.475188,0.084513087,3.576923077,0.283782565,,,,,
2196,128: de,28.1,4,2,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,177.5597011,0.083415515,3.576923077,0.283782565,,,,,
2197,129: keuken,28.1,4,2,3,5,4,4,1,1,2,6,6,5,3,4,1,4,4,4,5,3,3,4,3,3,3,6,,177.7177516,0.408296993,3.576923077,0.283782565,1,175.7043583,1.990344261,3.634615385,
2198,130: grijp,28.1,4,2,3,6,4,4,1,1,2,6,6,5,4,4,1,5,4,5,5,5,3,4,3,3,3,6,,178.5109158,0.490614935,3.807692308,0.303919173,,,,,
2199,131: het,28.1,4,2,3,6,4,4,1,1,2,6,6,5,4,4,1,5,4,5,5,5,3,4,3,3,3,6,,179.0015308,0.142684433,3.807692308,0.303919173,,,,,
2200,132: pillendoosje,28.1,4,2,3,6,4,4,1,1,2,6,6,5,4,4,1,5,4,5,5,5,3,4,3,3,3,6,,179.2265331,0.615738207,3.807692308,0.303919173,1,178.5109158,1.249037575,3.807692308,
2201,133: en,28.1,4,2,1,6,4,4,1,1,2,6,6,5,4,3,1,3,4,3,5,3,3,4,3,3,3,6,,179.8422713,0.127578867,3.461538462,0.30999141,,,,,
2202,134: vul,28.1,4,2,1,6,4,4,1,1,2,6,6,5,4,3,1,3,4,3,5,3,3,4,3,3,3,6,,179.9698502,0.32158876,3.461538462,0.30999141,,,,,
2203,135: een,28.1,4,2,1,6,4,4,1,1,2,6,6,5,4,3,1,3,4,3,5,3,3,4,3,3,3,6,,180.291439,0.102074248,3.461538462,0.30999141,,,,,
2204,136: glas,28.1,4,2,1,6,4,4,1,1,2,6,6,5,4,3,1,3,4,3,5,3,3,4,3,3,3,6,,180.3935132,0.338052349,3.461538462,0.30999141,,,,,
2205,137: water.,28.1,4,2,1,6,4,4,1,1,2,6,6,5,4,3,1,3,4,3,5,3,3,4,3,3,3,6,,180.7315656,0.441224169,3.461538462,0.30999141,1,179.8422713,1.330518393,3.461538462,
2206,138: In,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,2,1,4,4,4,5,3,3,4,3,3,3,6,,182.3661008,0.130611135,3.269230769,0.280426556,,,,,
2207,139: de,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,2,1,4,4,4,5,3,2,4,3,3,3,6,,182.4967119,0.066951926,3.230769231,0.284511416,,,,,
2208,140: woonkamer,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,2,1,4,4,4,5,3,2,4,3,3,3,6,,182.5636639,0.553176571,3.230769231,0.284511416,,,,,
2209,141: kruip,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,3,3,4,4,4,5,3,2,4,3,3,3,6,,183.192573,0.347930502,3.346153846,0.265691016,,,,,
2211,143: op,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,3,1,4,4,4,5,3,2,4,3,3,3,6,,183.6359923,0.155855304,3.269230769,0.280426556,,,,,
2212,144: het,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,3,1,4,4,4,5,3,2,4,3,3,3,6,,183.7918476,0.09878153,3.269230769,0.280426556,,,,,
2213,145: kussen.,28.1,2,3,1,4,4,4,1,1,2,6,4,5,3,3,1,4,4,4,5,3,2,4,3,3,3,6,,183.9386394,0.362198945,3.269230769,0.280426556,1,182.3661008,1.715505913,3.269230769,
2214,146: Een,28.1,5,5,3,5,4,4,1,1,3,6,7,5,3,3,1,2,4,3,5,3,2,4,3,3,3,6,,185.5140905,0.104269393,3.615384615,0.309226942,,,,,
2215,147: tijd,28.1,5,5,3,5,4,4,1,1,3,6,7,5,3,3,1,2,4,3,5,3,2,4,3,3,3,6,,185.6479944,0.238173246,3.615384615,0.309226942,,,,,
2216,148: blijf,28.1,5,5,3,5,4,4,1,1,3,6,7,5,3,3,1,2,4,3,5,3,2,4,3,3,3,6,,185.9410463,0.267807705,3.615384615,0.309226942,,,,,
2218,150: onbeweeglijk,28.1,5,5,3,5,4,4,1,1,3,6,7,5,3,3,2,2,4,3,5,3,2,4,3,3,3,6,,186.2670253,0.645372666,3.653846154,0.298417919,,,,,
2219,151: liggen.,28.1,5,5,3,5,4,4,1,1,3,6,7,5,3,3,1,2,4,3,5,3,2,4,3,3,3,6,,186.912398,0.35715629,3.615384615,0.309226942,1,185.5140905,1.6127793,3.623076923,
2220,152: Dan,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,5,4,3,5,3,5,,188.4896731,0.200855779,3.923076923,0.287819799,,,,,
2221,153: lik,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,2,5,4,3,5,3,5,4,3,5,3,5,,188.6905289,0.479639209,3.961538462,0.274454812,,,,,
2223,155: de,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,5,4,3,5,3,5,,189.2360224,0.104269393,3.923076923,0.287819799,,,,,
2224,156: slaappil,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,5,4,3,5,3,5,,189.3402918,0.667324117,3.923076923,0.287819799,,,,,
2225,157: uit,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,2,4,3,5,3,5,,190.007616,0.22938169,3.807692308,0.293620534,,,,,
2227,159: geopende,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,2,4,3,5,3,5,,190.4301704,0.524726576,3.807692308,0.293620534,,,,,
2228,160: hand.,28.1,5,6,3,6,4,4,1,1,3,6,5,5,4,3,1,5,4,3,5,3,2,4,3,5,3,5,,190.954897,0.376467388,3.807692308,0.293620534,1,188.4896731,2.582664152,3.879120879,
2257,1: Het,30.1,3,5,3,6,5,,1,1,3,6,7,,4,2,3,4,6,4,4,5,3,2,4,4,1,7,2,194.8732738,0.126220844,3.8,0.355902608,,,,,
2258,2: gekras,30.1,3,5,3,6,5,,1,1,3,6,7,,4,2,3,4,6,4,4,5,3,2,4,4,1,7,4,194.9994946,0.505980951,3.88,0.347946356,,,,,
2259,3: heeft,30.1,3,5,3,6,5,,1,1,3,6,7,,4,2,3,4,6,4,4,5,3,2,4,4,1,7,3,195.5054756,0.178904327,3.84,0.349666508,,,,,
2261,5: wakker,30.1,3,5,3,6,5,,1,1,3,6,7,,4,2,3,4,6,4,4,5,3,2,4,4,1,7,5,195.7601124,0.284271293,3.92,0.35080859,,,,,
2262,6: gemaakt.,30.1,3,5,3,6,5,,1,1,3,6,7,,4,2,3,4,6,4,4,5,3,2,4,4,1,7,5,196.0443837,0.533137415,3.92,0.35080859,1,194.8732738,1.62851483,3.872,
2263,7: Het,30.1,1,4,3,3,5,,1,1,1,2,1,,2,2,3,5,6,3,4,4,2,2,1,4,1,7,5,197.1394783,0.113049974,2.92,0.35080859,,,,,
2264,8: is,30.1,1,4,3,3,5,,1,1,1,2,1,,2,2,3,5,6,3,4,4,2,2,1,4,1,7,5,197.2525283,0.12620987,2.92,0.35080859,,,,,
2265,9: twee,30.1,1,4,3,3,5,,1,1,1,2,1,,2,2,4,5,6,3,4,4,2,2,1,4,1,7,5,197.4325192,0.27878343,2.96,0.353459097,,,,,
2266,10: uur.,30.1,1,4,3,3,5,,1,1,1,2,1,,2,2,4,5,6,3,4,4,2,2,1,4,1,7,5,197.7113026,0.352320792,2.96,0.353459097,1,197.1394783,0.870364066,2.94,
2267,11: Nooit,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,3,6,6,4,5,5,3,2,4,4,1,7,3,198.7866301,0.316100898,4.08,0.341174442,,,,,
2268,12: eerder,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,3,6,6,4,5,5,3,2,4,4,1,7,3,199.102731,0.282076148,4.08,0.341174442,,,,,
2269,13: heb,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,3,6,6,4,5,5,3,2,4,4,1,7,3,199.3848072,0.220612085,4.08,0.341174442,,,,,
2271,15: de,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,3,6,6,4,5,5,3,2,4,4,1,7,3,199.6427367,0.086708232,4.08,0.341174442,,,,,
2272,16: krasgeluiden,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,4,6,6,4,5,5,3,2,4,4,1,7,3,199.7887139,0.558664433,4.12,0.338230691,,,,,
2274,18: nachts,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,4,6,6,4,5,5,3,2,4,4,1,7,3,200.3473783,0.430052711,4.12,0.338230691,,,,,
2275,19: gehoord.,30.1,5,6,3,5,5,,1,1,4,6,6,,4,3,4,6,6,4,5,5,3,2,4,4,1,7,3,200.777431,0.474151346,4.12,0.338230691,1,198.7866301,2.368365853,4.097142857,
2277,21: keel,30.1,5,5,4,4,5,,1,1,4,7,7,,5,5,3,5,6,4,5,5,4,3,4,4,1,7,5,202.2254768,0.186587335,4.36,0.331058907,,,,,
2278,22: zit,30.1,5,5,4,4,5,,1,1,4,7,7,,5,5,3,5,6,4,5,5,4,3,4,4,1,7,5,202.4120641,0.161343166,4.36,0.331058907,,,,,
2279,23: dicht.,30.1,5,5,4,4,5,,1,1,4,7,7,,5,5,3,5,6,4,5,5,4,3,4,4,1,7,5,202.6140175,0.36878438,4.36,0.331058907,1,202.2254768,0.716714881,4.36,
2280,24: Opgerold,30.1,3,3,2,4,5,,1,1,2,1,6,,3,5,3,5,5,3,4,4,3,3,1,4,1,7,4,204.0355368,0.611347916,3.32,0.330252429,,,,,
2281,25: lig,30.1,3,3,2,4,5,,1,1,2,1,6,,3,5,3,5,5,3,4,4,3,3,1,4,1,7,4,204.6468847,0.235978101,3.32,0.330252429,,,,,
2283,27: op,30.1,3,3,2,4,5,,1,1,2,1,6,,3,5,3,5,5,3,4,4,3,3,1,4,1,7,4,204.9333511,0.135001425,3.32,0.330252429,,,,,
