,word,qnLabel,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Onset,Duration,MN,SE
1693,1: Met,24.1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,3.233224844,0.192075198,1.444444444,0.097450891
1694,2: mijn,24.1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,3.425300042,0.17561161,1.481481481,0.097990789
1695,3: wijsvinger,24.1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,3.600911652,0.619030924,1.518518519,0.097990789
1696,4: scharrel,24.1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.219942577,0.490614935,1.962962963,0.037037037
1697,5: ik,24.1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,4.710557511,0.138294143,1.666666667,0.092450033
1698,6: behoedzaam,24.1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,4.848851654,0.607859466,1.814814815,0.076180866
1699,7: het,24.1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,5.45671112,0.116342691,1.518518519,0.097990789
1700,8: laatste,24.1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,5.573053811,0.418175146,1.518518519,0.097990789
1701,9: restje,24.1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,5.991228957,0.341431958,1.518518519,0.097990789
1702,10: uit,24.1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,6.332660915,0.194270343,1.481481481,0.097990789
1703,11: een,24.1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,6.526931258,0.120635115,1.481481481,0.097990789
1704,12: blik.,24.1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,6.647566373,0.272197995,1.481481481,0.097990789
1705,13: Mijn,24.1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,8.131277768,0.114147546,1.333333333,0.092450033
1706,14: oren,24.1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,8.245425314,0.383052824,1.333333333,0.092450033
1707,15: registreren,24.1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,8.628478138,0.622682183,1.666666667,0.092450033
1708,16: de,24.1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,9.251160321,0.070983675,1.444444444,0.097450891
1709,17: vertrouwde,24.1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,9.322143997,0.490973476,1.518518519,0.097990789
1710,18: geluiden.,24.1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,9.813117472,0.537810555,1.481481481,0.097990789
1711,19: Het,24.1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,10.8714381,0.120732982,1.592592593,0.09636202
1712,20: sissen,24.1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,10.99217108,0.356711082,1.740740741,0.085943608
1713,21: van,24.1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,11.34888216,0.148172296,1.592592593,0.09636202
1714,22: het,24.1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,11.49705446,0.126220844,1.592592593,0.09636202
1715,23: water,24.1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,11.6232753,0.377564961,1.592592593,0.09636202
1716,24: in,24.1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,12.00084026,0.090902565,1.518518519,0.097990789
1717,25: de,24.1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,12.09174283,0.069147071,1.518518519,0.097990789
1718,26: toiletten.,24.1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,12.1608899,0.538908127,1.518518519,0.097990789
1719,27: De,24.1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,13.3528537,0.054769787,1.481481481,0.097990789
1720,28: kinderkreten,24.1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,13.46579483,0.66842169,1.62962963,0.094705243
1721,29: in,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,14.13421652,0.109757256,1.37037037,0.094705243
1722,30: de,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,14.24397378,0.09439124,1.37037037,0.094705243
1723,31: flat,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,14.33836502,0.363296518,1.37037037,0.094705243
1724,32: boven,24.1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,14.7751989,0.253897578,1.407407407,0.09636202
1725,33: mijn,24.1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,15.02909647,0.120732982,1.407407407,0.09636202
1726,34: hoofd.,24.1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,15.14982945,0.451102322,1.407407407,0.09636202
1727,35: De,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,16.4098208,0.048293193,1.296296296,0.089551189
1728,36: buitendeur,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,16.458114,0.490614935,1.296296296,0.089551189
1729,37: die,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,16.94872893,0.097683958,1.296296296,0.089551189
1730,38: drie,24.1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,17.04641289,0.276588285,1.333333333,0.092450033
1731,39: verdiepingen,24.1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,17.32300118,0.409394565,1.333333333,0.092450033
1732,40: lager,24.1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,17.73239574,0.393289518,1.333333333,0.092450033
1733,41: in,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,18.12568526,0.115245119,1.333333333,0.092450033
1734,42: het,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,18.24093038,0.071342216,1.333333333,0.092450033
1735,43: slot,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,18.31227259,0.307320317,1.333333333,0.092450033
1736,44: valt.,24.1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,18.61959291,0.343170696,1.333333333,0.092450033
1737,45: Mijn,24.1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,20.23116602,0.109757256,1.407407407,0.09636202
1738,46: oudevrouwenhanden,24.1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,20.34092328,0.971351716,1.740740741,0.085943608
1739,47: graaien,24.1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,21.31227499,0.509273668,1.62962963,0.094705243
1740,48: boven,24.1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,21.82154866,0.307309342,1.296296296,0.089551189
1741,49: het,24.1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,22.128858,0.100976676,1.296296296,0.089551189
1742,50: aanrecht.,24.1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,22.22983468,0.626713932,1.296296296,0.089551189
1743,51: Het,24.1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.71373083,0.100976676,1.111111111,0.061633355
1744,52: lege,24.1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.81470751,0.316100898,1.111111111,0.061633355
1745,53: blik,24.1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.13080841,0.279881003,1.111111111,0.061633355
1746,54: valt,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.41068941,0.298539737,1.037037037,0.037037037
1747,55: op,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.70922914,0.091098523,1.037037037,0.037037037
1748,56: de,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.80032767,0.048293193,1.037037037,0.037037037
1749,57: grond,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.84862086,0.353494281,1.037037037,0.037037037
1750,58: en,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.20211514,0.13280628,1.037037037,0.037037037
1751,59: rolt,24.1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.33492142,0.338052349,1.037037037,0.037037037
1752,60: met,24.1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.67297377,0.130611135,1.074074074,0.051361129
1753,61: een,24.1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,25.8035849,0.104269393,1.111111111,0.061633355
1754,62: klap,24.1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,25.9078543,0.375369816,1.111111111,0.061633355
1755,63: tegen,24.1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.42920126,0.206788849,1.074074074,0.051361129
1756,64: de,24.1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.63599011,0.066951926,1.111111111,0.061633355
1757,65: metalen,24.1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.70294204,0.453297468,1.148148148,0.069669625
1758,66: vuilnisbak.,24.1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.15623951,0.646470238,1.111111111,0.061633355
1759,67: Mijn,24.1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,28.93172044,0.124025699,1.555555556,0.097450891
1760,68: armbeweging,24.1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,29.05574614,0.666226544,1.555555556,0.097450891
1761,69: bevriest.,24.1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,29.72197269,0.527932402,1.666666667,0.092450033
