"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN"
"231","43: het","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"55.56241144","0.105366966",1.07692307692308
"232","44: zou","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"55.66777841","0.111952401",1.07692307692308
"233","45: nog","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"55.77973081","0.13719657",1.07692307692308
"234","46: wel","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"55.91692738","0.108659684",1.07692307692308
"235","47: even","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"56.02558706","0.172318892",1.07692307692308
"236","48: duren.","5.1",1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"56.19790595","0.482931927",1.07692307692308
"237","49: 'Tonia","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"57.50747283","0.455492613",1.07692307692308
"238","50: is","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"57.96296544","0.120732982",1.07692307692308
"240","52: Hij","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.11485115","0.09000095",1.11538461538462
"241","53: gaf","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.2048521","0.201953351",1.11538461538462
"242","54: me","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.4331472","0.065854354",1.11538461538462
"243","55: een","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.49900155","0.096586385",1.11538461538462
"244","56: zetje","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.59558794","0.350125647",1.15384615384615
"245","57: tegen","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"59.94571358","0.192075198",1.15384615384615
"246","58: mijn","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.13778878","0.136098998",1.15384615384615
"247","59: schouder","5.1",2,NA,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"60.27388778","0.54878628",1.15384615384615
"248","60: en","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"61.11433476","0.140489288",1
"249","61: deed","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"61.25482405","0.186587335",1
"250","62: de","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"61.44141138","0.040610185",1
"251","63: deur","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"61.48202157","0.284271293",1
"252","64: achter","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"61.81129334","0.22719752",1
"253","65: me","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"62.03849086","0.126220844",1
"254","66: dicht.","5.1",1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"62.1647117","0.358906227",1
"255","67: De","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,"63.43394004","0.086708232",1.23076923076923
"256","68: kamer","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,"63.57881962","0.297442164",1.23076923076923
"257","69: was","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,"63.87626178","0.155855304",1.23076923076923
"258","70: donker","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,"64.03211709","0.451102322",1.26923076923077
"259","71: en","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,"64.56114706","0.126220844",1.26923076923077
"260","72: klein.","5.1",1,NA,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,"64.6873679","0.417077573",1.26923076923077
"261","73: Tonia","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"66.28046704","0.40719942",1.30769230769231
"262","74: zat","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"66.68766646","0.155855304",1.30769230769231
"263","75: aan","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"66.84352176","0.127318417",1.30769230769231
"264","76: tafel","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"67.03559696","0.340247494",1.30769230769231
"265","77: naar","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"67.37584446","0.151465013",1.30769230769231
"266","78: haar","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"67.52730947","0.150367441",1.30769230769231
"267","79: handen","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"67.67767691","0.275490713",1.30769230769231
"268","80: te","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"67.99815712","0.054878628",1.30769230769231
"269","81: kijken","5.1",1,NA,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,"68.13206097","0.377564961",1.30769230769231
"270","82: die","5.1",1,NA,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,"68.83340984","0.092196095",1.42307692307692
"271","83: voor","5.1",1,NA,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,"68.92560594","0.237336123",1.42307692307692
"272","84: haar","5.1",1,NA,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,"69.16294206","0.194270343",1.42307692307692
"273","85: op","5.1",2,NA,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,"69.3572124","0.12841599",1.53846153846154
"274","86: het","5.1",2,NA,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,"69.48562839","0.106551205",1.57692307692308
"275","87: pluche","5.1",2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,"69.65026428","0.282076148",1.84615384615385
"276","88: tafelkleed","5.1",1,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,"70.00587779","0.538994794",1.76923076923077
"279","91: bleek","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,"72.06132639","0.351223219",1.80769230769231
"280","92: kind","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,"72.41254961","0.324881478",1.76923076923077
"281","93: met","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,"72.77035827","0.115245119",1.76923076923077
"282","94: lichte","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,"72.88560339","0.485127072",1.84615384615385
"283","95: waterige","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"73.37073046","0.679016925",1.88461538461538
"284","96: ogen","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,"74.04974738","0.401711557",1.84615384615385
"285","97: en","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,"74.45145894","0.136098998",1.80769230769231
"286","98: vlasachtig","5.1",2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"74.58755794","0.868168921",1.96153846153846
"287","99: haar.","5.1",2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,"75.45572686","0.433541162",1.84615384615385
"288","100: Ze","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.14669448","0.100976676",1.07692307692308
"289","101: zat","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.24767116","0.1800019",1.07692307692308
"290","102: bij","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.42767306","0.171221319",1.07692307692308
"291","103: me","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.59889438","0.060366491",1.07692307692308
"292","104: in","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.65926087","0.09439124",1.07692307692308
"293","105: de","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.75365211","0.061464063",1.07692307692308
"294","106: klas","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"77.88865354","0.290856729",1.07692307692308
"295","107: en","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"78.17951026","0.099879103",1.07692307692308
"296","108: omdat","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"78.27938937","0.251344116",1.07692307692308
"297","109: iedereen","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"78.53073348","0.376456414",1.07692307692308
"298","110: vond","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"78.9071899","0.262319842",1.07692307692308
"299","111: dat","5.1",1,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"79.16950974","0.186587335",1.11538461538462
"300","112: ze","5.1",1,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"79.35609707","0.058171346",1.15384615384615
"301","113: niet","5.1",1,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,"79.41426842","0.142684433",1.23076923076923
"302","114: alleen","5.1",1,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,"79.55695285","0.283173721",1.23076923076923
"303","115: op","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,"79.84012657","0.119635409",1.30769230769231
"304","116: een","5.1",2,NA,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"79.95976198","0.117516181",1.38461538461538
"305","117: vis","5.1",2,NA,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"80.07727816","0.252441689",1.38461538461538
"306","118: leek","5.1",2,NA,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"80.32971985","0.276588285",1.38461538461538
"307","119: maar","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"80.60630814","0.167928602",1.34615384615385
"308","120: ook","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"80.77423674","0.193172771",1.34615384615385
"309","121: naar","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"80.96740951","0.125123272",1.34615384615385
"310","122: vis","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"81.09253278","0.308221932",1.34615384615385
"311","123: stonk","5.1",2,NA,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,"81.40075471","0.503785805",1.34615384615385
"312","124: wilde","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.29856907","0.203050924",1.07692307692308
"313","125: niemand","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.50161999","0.497830335",1.07692307692308
"314","126: met","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"82.99945033","0.150367441",1.07692307692308
"315","127: haar","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"83.14981777","0.108659684",1.07692307692308
"316","128: spelen.","5.1",1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"83.25847745","0.520249394",1.07692307692308
"377","1: 'Wat","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"85.03551237","0.105366966",1.03846153846154
"378","2: kom","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"85.17051379","0.142684433",1.03846153846154
"379","3: je","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"85.31319823","0.091098523",1
"380","4: doen?'","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"85.40429675","0.331466913",1.03846153846154
"381","5: vroeg","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"86.15174366","0.198660634",1.03846153846154
"382","6: ze.","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"86.3504043","0.229392665",1.03846153846154
"383","7: Ze","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"87.22121357","0.09439124",1.19230769230769
"384","8: legde","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"87.31560481","0.316100898",1.19230769230769
"385","9: haar","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"87.63170571","0.150367441",1
"386","10: handen","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"87.78207315","0.27439314",1.19230769230769
"387","11: in","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"88.05646629","0.116342691",1.19230769230769
"388","12: haar","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"88.17280898","0.081220369",1.19230769230769
"389","13: schoot","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"88.25402935","0.401711557",1.19230769230769
"390","14: en","7.1",1,1,1,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"88.65574091","0.13719657",1.19230769230769
"391","15: keek","7.1",1,1,1,1,1,1,NA,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"88.82037679","0.184467882",1.23076923076923
"392","16: me","7.1",1,1,1,1,1,1,NA,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"89.00484467","0.122928127",1.23076923076923
"393","17: wantrouwig","7.1",1,1,1,1,1,1,NA,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"89.1277728","0.545493563",1.23076923076923
"394","18: aan.","7.1",1,1,1,1,1,1,NA,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,"89.67326636","0.296344591",1.23076923076923
"395","19: Haar","7.1",2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,"90.61441837","0.102074248",1.57692307692308
"396","20: mond","7.1",2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,"90.71649262","0.293051874",1.57692307692308
"397","21: hing","7.1",2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,"91.00954449","0.140489288",1.57692307692308
"398","22: half","7.1",2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,"91.15003378","0.297442164",1.57692307692308
"399","23: open","7.1",2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,"91.44747595","0.390735832",1.57692307692308
"401","25: witte","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,"92.49600508","0.239270818",1.84615384615385
"402","26: gezicht","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,"92.7352759","0.383052824",1.84615384615385
"403","27: glom","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,"93.11832872","0.448907177",1.84615384615385
"404","28: alsof","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,"93.5672359","0.285368866",1.88461538461538
"405","29: het","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,"93.85260477","0.133903852",1.88461538461538
"406","30: met","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,"93.98650862","0.203767781",1.88461538461538
"407","31: vet","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"94.1902764","0.329271768",1.92307692307692
"408","32: was","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,"94.51954817","0.102074248",1.88461538461538
"409","33: ingesmeerd.","7.1",2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,"94.62162242","0.808910977",1.88461538461538
"410","34: 'Ik","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"96.87198276","0.142684433",1.03846153846154
"411","35: moet","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.01466719","0.164635884",1.03846153846154
"412","36: hier","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.17930308","0.117440264",1.03846153846154
"413","37: even","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.29674334","0.256831979",1.03846153846154
"414","38: wachten","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.55357532","0.330369341",1.03846153846154
"415","39: van","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.88394466","0.104269393",1.03846153846154
"416","40: je","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"97.98821405","0.121830554",1.03846153846154
"417","41: vader.'","7.1",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"98.11004461","0.45439504",1.03846153846154
"418","42: De","7.1",2,1,1,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"99.91918078","0.066951926",1.19230769230769
"419","43: meubels","7.1",2,1,1,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"99.9861327","0.377564961",1.19230769230769
"420","44: in","7.1",2,1,1,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"100.3636977","0.092196095",1.19230769230769
"421","45: het","7.1",2,1,1,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,"100.4558938","0.059268918",1.23076923076923
"422","46: vertrek","7.1",2,1,1,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,"100.5151627","0.457687758",1.23076923076923
"423","47: stonden","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"100.9728504","0.271100423",1.15384615384615
"424","48: zo","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"101.2439509","0.216221794",1.19230769230769
"425","49: dicht","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"101.4601727","0.178436945",1.19230769230769
"426","50: op","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"101.6386096","0.110854829",1.19230769230769
"427","51: elkaar","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"101.7494644","0.389638259",1.19230769230769
"428","52: dat","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"102.5528875","0.123004044",1.19230769230769
"429","53: je","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"102.6758916","0.057073773",1.19230769230769
"430","54: nauwelijks","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"102.7329654","0.474151346",1.19230769230769
"431","55: kon","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"103.2554099","0.114147546",1.19230769230769
"432","56: lopen","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"103.3695574","0.299637309",1.19230769230769
"433","57: zonder","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"103.6691948","0.250605085",1.19230769230769
"434","58: iets","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"103.9197998","0.149269868",1.19230769230769
"435","59: te","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"104.2531034","0.096944926",1.19230769230769
"436","60: raken.","7.1",2,1,1,1,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,"104.3500483","0.390735832",1.19230769230769
"437","61: Ik","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"105.4620519","0.093293668",1.07692307692308
"438","62: schoof","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"105.5553455","0.305125172",1.07692307692308
"439","63: de","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"105.8846173","0.064756781",1.07692307692308
"440","64: stoel","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"105.9493741","0.324881478",1.07692307692308
"441","65: waarop","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.2742556","0.257929552",1.11538461538462
"442","66: ik","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.5321851","0.074634934",1.11538461538462
"443","67: met","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.6265764","0.125123272",1.11538461538462
"444","68: mijn","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.7516996","0.183294618",1.11538461538462
"445","69: onderarmen","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"106.9349942","0.525812948",1.11538461538462
"446","70: leunde","7.1",1,1,1,1,1,1,NA,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.4608072","0.400613985",1.15384615384615
"447","71: zo","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"107.8614212","0.149269868",1.11538461538462
"448","72: ver","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.010691","0.294149446",1.11538461538462
"449","73: mogelijk","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.3048405","0.453927658",1.11538461538462
"450","74: onder","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"108.7587682","0.203050924",1.11538461538462
"451","75: tafel","7.1",1,1,1,1,1,1,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"109.0375516","0.474151346",1.11538461538462
