"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN"
"255","67: De","5.1",3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,"64.47913643","0.109500226",3.44444444444444
"256","68: kamer","5.1",3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,"64.58863665","0.317903882",3.44444444444444
"257","69: was","5.1",3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,"64.90654053","0.168371315",3.44444444444444
"258","70: donker","5.1",3,7,4,2,5,5,1,1,3,3,5,4,3,3,1,4,6,2,5,5,6,6,2,4,3,7,5,"65.07491185","0.485097776",3.88888888888889
"259","71: en","5.1",3,2,4,2,5,5,1,1,3,3,5,4,3,3,1,2,6,2,5,5,6,6,2,4,3,7,5,"65.56000963","0.15188741",3.62962962962963
"260","72: klein.","5.1",3,7,4,2,5,5,1,1,3,3,5,4,3,3,1,1,6,2,5,5,6,6,2,4,3,7,5,"65.7260261","0.387371767",3.77777777777778
"261","73: Tonia","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,"67.18567049","0.383839502",3.03703703703704
"262","74: zat","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,"67.56950999","0.166016472",3.03703703703704
"263","75: aan","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,"67.73552646","0.127161553",3.03703703703704
"264","76: tafel","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,"67.93451075","0.533372069",3.03703703703704
"265","77: naar","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,2,3,3,5,5,4,3,1,2,2,7,3,"68.6127057","0.138167637",3
"266","78: haar","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,"68.75087333","0.134226084",3.07407407407407
"267","79: handen","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,4,3,3,5,5,4,3,2,2,2,7,3,"68.88509942","0.221355296",3.18518518518519
"268","80: te","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,2,2,2,7,3,"69.10645471","0.146000301",3.07407407407407
"269","81: kijken","5.1",3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,4,3,3,5,5,4,3,2,2,2,7,3,"69.25245501","0.388549189",3.18518518518519
"270","82: die","5.1",3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,1,2,2,7,3,"69.6410042","0.097726008",2.7037037037037
"271","83: voor","5.1",3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,1,2,2,7,3,"69.73873021","0.246081153",2.7037037037037
"272","84: haar","5.1",3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,3,3,3,5,5,4,3,1,2,2,7,3,"69.98481136","0.15188741",2.77777777777778
"273","85: op","5.1",3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,"70.13669877","0.116684184",2.74074074074074
"274","86: het","5.1",3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,"70.25338296","0.090661477",2.74074074074074
"275","87: pluche","5.1",3,6,1,1,4,1,1,1,2,3,3,4,2,4,1,5,3,3,5,5,4,3,1,2,2,7,3,"70.43470591","0.329814604",2.96296296296296
"276","88: tafelkleed","5.1",3,4,1,1,4,1,1,1,2,3,3,4,2,4,1,5,3,3,5,5,4,3,1,2,2,7,3,"70.81868192","0.585178627",2.88888888888889
"277","89: lagen;","5.1",3,4,1,1,4,1,1,1,2,3,3,4,2,4,1,3,3,3,5,5,4,3,1,2,2,7,3,"71.40386055","0.455662231",2.81481481481481
"278","90: een","5.1",3,4,3,2,4,1,4,1,2,3,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,"72.87661039","0.162484206",3.44444444444444
"279","91: bleek","5.1",3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,"73.03909459","0.343807161",3.51851851851852
"280","92: kind","5.1",3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,"73.38290175","0.324968413",3.62962962962963
"281","93: met","5.1",3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,"73.70787017","0.168371315",3.62962962962963
"282","94: lichte","5.1",3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,"73.87624148","0.523952695",3.74074074074074
"283","95: waterige","5.1",4,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,"74.69658023","0.706145908",3.66666666666667
"284","96: ogen","5.1",4,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,"75.40272613","0.46154934",3.77777777777778
"285","97: en","5.1",3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,"75.86427547","0.160129363",3.62962962962963
"286","98: vlasachtig","5.1",3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,"76.02440484","0.703500978",3.62962962962963
"287","99: haar.","5.1",3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,"76.72790581","0.410902901",3.74074074074074
"288","100: Ze","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,"78.74754201","0.116564757",3.03703703703704
"289","101: zat","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,3,5,2,5,5,5,2,1,2,3,1,3,"78.86410676","0.223710139",3.07407407407407
"290","102: bij","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,"79.0878169","0.158951941",3.03703703703704
"291","103: me","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,"mismatch","mismatch",3.03703703703704
"292","104: in","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,"79.35038196","0.097726008",3.03703703703704
"293","105: de","5.1",3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,"79.44810797","0.077709838",3.03703703703704
"295","107: en","5.1",3,5,2,4,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,5,1,2,3,1,3,"79.9037702","0.083596947",3.25925925925926
"296","108: omdat","5.1",5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,"79.98736715","0.249613419",3.74074074074074
"297","109: iedereen","5.1",5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,5,5,5,5,5,5,5,5,2,3,1,3,"80.23698057","0.385870105",3.85185185185185
"298","110: vond","5.1",5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,"80.62285067","0.257855371",3.74074074074074
"299","111: dat","5.1",5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,"80.88070604","0.171903581",3.74074074074074
"300","112: ze","5.1",5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,"81.05260962","0.04591945",3.81481481481481
"302","114: alleen","5.1",5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,1,5,5,5,5,5,5,5,2,3,1,3,"81.32812632","0.293297226",3.77777777777778
"303","115: op","5.1",5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,1,5,5,5,5,5,5,5,2,3,1,3,"81.62142355","0.156597097",3.77777777777778
"304","116: een","5.1",5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,2,3,1,5,"81.77802064","0.096548586",3.96296296296296
"305","117: vis","5.1",5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"81.87456923","0.268452167",4.03703703703704
"306","118: leek","5.1",5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"82.1430214","0.433291217",4.03703703703704
"307","119: maar","5.1",5,4,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"82.9064","0.121274444",3.96296296296296
"308","120: ook","5.1",5,4,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"83.02767445","0.150709989",3.96296296296296
"309","121: naar","5.1",5,7,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"83.17838444","0.134226084",4.07407407407407
"310","122: vis","5.1",5,7,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,"83.31261052","0.261387636",4.07407407407407
"312","124: wilde","5.1",5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,"84.3923063","0.248998866",4.11111111111111
"313","125: niemand","5.1",5,7,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,"84.64130516","0.522775273",4.14814814814815
"314","126: met","5.1",5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,"85.16408044","0.151136354",4.11111111111111
"377","1: 'Wat","7.1",3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,"87.29763668","0.110677648",3.85185185185185
"378","2: kom","7.1",3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,"87.45070151","0.147177723",3.85185185185185
"379","3: je","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"87.59787924","0.190742329",2.2962962962963
"380","4: doen?'","7.1",3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,"87.78862157","0.282581229",3.85185185185185
"383","7: Ze","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"89.8979127","0.082419525",2.62962962962963
"384","8: legde","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"89.98033222","0.335565209",2.62962962962963
"385","9: haar","7.1",2,2,2,3,5,2,1,1,1,1,3,4,2,2,1,1,4,2,1,4,3,3,2,2,3,5,3,"90.31589743","0.194274595",2.40740740740741
"386","10: handen","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"90.51017203","0.235484357",2.62962962962963
"387","11: in","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"90.74565638","0.057693667",2.62962962962963
"388","12: haar","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"90.80335005","0.143645458",2.62962962962963
"389","13: schoot","7.1",3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,"90.94699551","0.403855672",2.62962962962963
"390","14: en","7.1",3,2,3,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,5,"91.35085118","0.181322955",2.74074074074074
"391","15: keek","7.1",3,2,3,4,5,2,1,1,3,2,3,5,2,3,1,1,5,3,1,5,3,3,2,2,3,5,5,"91.53217414","0.203966753",2.88888888888889
"392","16: me","7.1",3,2,3,4,5,2,1,1,3,2,3,5,2,3,1,1,5,3,1,5,3,3,2,2,3,5,5,"mismatch","mismatch",2.88888888888889
"393","17: wantrouwig","7.1",3,4,3,4,5,2,1,1,3,6,3,5,2,5,1,1,5,3,5,5,3,3,2,2,3,5,5,"91.92335095","0.520556709",3.33333333333333
"394","18: aan.","7.1",3,2,3,4,5,2,1,1,3,2,3,5,2,3,1,1,5,3,1,5,3,3,2,2,3,5,5,"92.44390766","0.293178025",2.88888888888889
"395","19: Haar","7.1",2,2,3,2,5,2,1,1,2,5,2,5,2,3,1,2,4,2,1,6,4,6,3,4,3,1,6,"mismatch","mismatch",2.96296296296296
"396","20: mond","7.1",2,2,3,2,5,2,1,1,2,5,2,5,2,3,1,2,4,2,1,6,4,6,3,4,3,1,6,"93.86191593","0.275516698",2.96296296296296
"397","21: hing","7.1",2,2,3,2,5,2,1,1,2,5,2,5,2,3,1,2,4,2,1,6,4,6,3,4,3,1,6,"94.13743263","0.167193894",2.96296296296296
"398","22: half","7.1",2,7,3,2,5,2,1,1,2,5,2,5,2,5,1,2,4,2,1,6,4,6,3,4,3,1,6,"94.30462652","0.240194044",3.22222222222222
"399","23: open","7.1",2,7,3,2,5,2,1,1,2,5,2,5,2,5,1,2,4,2,1,6,4,6,3,4,3,1,6,"94.54482056","0.413275047",3.22222222222222
"400","24: haar","7.1",5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,1,6,4,6,3,4,3,1,6,"95.41739246","0.156597097",3.2962962962963
"401","25: witte","7.1",5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"95.57398955","0.255500527",3.44444444444444
"402","26: gezicht","7.1",5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"95.82949008","0.373242706",3.44444444444444
"403","27: glom","7.1",5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"96.20273279","0.466259027",3.44444444444444
"404","28: alsof","7.1",5,5,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"96.66899181","0.255500527",3.55555555555556
"405","29: het","7.1",5,5,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"96.92449234","0.130693818",3.55555555555556
"406","30: met","7.1",5,7,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,"97.05518616","0.218249621",3.62962962962963
"407","31: vet","7.1",5,7,3,2,5,2,4,1,2,6,2,5,2,5,2,1,4,3,5,6,4,6,3,4,3,1,6,"97.27343578","0.34262974",3.66666666666667
"410","34: 'Ik","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"99.88193667","0.135539785",2.22222222222222
"411","35: moet","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"100.0174765","0.198984282",2.22222222222222
"412","36: hier","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"100.2164607","0.094193743",2.22222222222222
"413","37: even","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"100.3106545","0.182500377",2.22222222222222
"416","40: je","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"101.0171076","0.14482288",2.22222222222222
"417","41: vader.'","7.1",1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,"101.1619304","0.422694421",2.22222222222222
"418","42: De","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"102.9068012","0.057693667",2.25925925925926
"419","43: meubels","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"102.9644949","0.390904033",2.25925925925926
"420","44: in","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"103.3553989","0.081242103",2.25925925925926
"421","45: het","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"103.436641","0.068290464",2.25925925925926
"422","46: vertrek","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"103.5049315","0.478033245",2.25925925925926
"423","47: stonden","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,"103.9829647","0.31672646",2.25925925925926
"424","48: zo","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"104.2996912","0.252684939",2.2962962962963
"425","49: dicht","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"104.5523761","0.231952092",2.2962962962963
"426","50: op","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"104.7843282","0.110677648",2.2962962962963
"427","51: elkaar","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"104.8950059","0.400323407",2.2962962962963
"428","52: dat","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,"105.6024484","0.074177572",2.2962962962963
"431","55: kon","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,4,1,2,3,2,2,3,3,4,1,2,2,3,4,"106.2994821","0.18485522",2.33333333333333
"432","56: lopen","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,4,1,2,3,2,2,3,3,4,1,2,2,3,4,"106.4843373","0.326145835",2.33333333333333
"434","58: iets","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,4,1,2,3,2,2,3,3,4,1,2,2,3,4,"107.0954192","0.16173315",2.33333333333333
"435","59: te","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,4,1,2,3,2,2,3,3,4,1,2,2,3,4,"107.4537818","0.123629287",2.33333333333333
"436","60: raken.","7.1",1,2,2,2,4,2,1,1,1,4,2,3,2,4,1,2,3,2,2,3,3,4,3,2,2,3,4,"107.5774111","0.418274595",2.40740740740741
"437","61: Ik","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"mismatch","mismatch",2.11111111111111
"438","62: schoof","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"108.9190232","0.356758801",2.11111111111111
"439","63: de","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"109.275782","0.101258274",2.11111111111111
"440","64: stoel","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"109.3770403","0.315549039",2.11111111111111
"441","65: waarop","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"109.6925893","0.233129514",2.11111111111111
"442","66: ik","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"mismatch","mismatch",2.11111111111111
"443","67: met","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"110.029332","0.181322955",2.11111111111111
"444","68: mijn","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"mismatch","mismatch",2.11111111111111
"445","69: onderarmen","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"110.353123","0.465798282",2.11111111111111
"446","70: leunde","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,2,1,4,2,1,2,3,3,1,1,2,2,4,3,"110.8189212","0.449775122",2.11111111111111
"447","71: zo","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,3,1,4,2,1,2,3,3,1,1,2,2,4,3,"111.564775","0.183677799",2.14814814814815
"448","72: ver","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,3,1,4,2,1,2,3,3,1,1,2,2,4,3,"111.7484528","0.221355296",2.14814814814815
"449","73: mogelijk","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,3,1,4,2,1,2,3,3,1,1,2,2,4,3,"111.9698081","0.525130116",2.14814814814815
"450","74: onder","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,3,1,4,2,1,2,3,3,1,1,2,2,4,3,"112.5655835","0.26374248",2.14814814814815
"451","75: tafel","7.1",1,3,2,1,4,2,1,1,1,4,2,3,1,3,1,4,2,1,2,3,3,1,1,2,2,4,3,"112.8752455","0.536153503",2.14814814814815
"452","76: maar","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,3,4,4,1,2,2,4,4,"113.8465672","0.196629438",2.2962962962963
"453","77: wanneer","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,3,4,4,1,2,2,4,4,"114.0431966","0.235484357",2.2962962962963
"454","78: ik","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,3,4,4,1,2,2,4,4,"mismatch","mismatch",2.2962962962963
"455","79: achteruit","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,3,4,4,1,2,2,4,5,"114.3775844","0.473323558",2.33333333333333
"457","81: voelde","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,2,2,4,5,"115.0569568","0.344984583",2.40740740740741
"458","82: ik","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,2,2,4,5,"mismatch","mismatch",2.40740740740741
"459","83: de","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,2,2,4,5,"115.5444094","0.067812416",2.40740740740741
"460","84: sleutel","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"115.6122218","0.413275047",2.44444444444444
"461","85: van","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"116.0254969","0.11185507",2.44444444444444
"462","86: de","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"116.137352","0.089484056",2.44444444444444
"463","87: buffetla","7.1",1,3,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"116.226836","0.562807614",2.44444444444444
"464","88: in","7.1",1,4,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"116.7896436","0.109500226",2.48148148148148
"465","89: mijn","7.1",1,4,2,2,4,2,1,1,1,4,2,3,1,3,1,1,2,2,2,5,4,4,1,3,2,4,5,"mismatch","mismatch",2.48148148148148
"466","90: rug","7.1",1,4,2,2,4,2,1,1,1,4,2,3,1,3,2,1,2,2,2,5,4,4,1,3,2,4,5,"117.070143","0.191919751",2.51851851851852
"467","91: steken.","7.1",1,4,2,2,4,2,1,1,1,4,2,3,4,3,2,1,2,2,2,5,4,4,1,3,2,4,5,"117.2620628","0.51453332",2.62962962962963
"468","92: De","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"118.7404096","0.071822729",2.33333333333333
"469","93: ruimte","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"118.8122324","0.393258876",2.33333333333333
"470","94: werd","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"119.2054912","0.160129363",2.33333333333333
"471","95: nog","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"119.3656206","0.223710139",2.33333333333333
"472","96: meer","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"119.6434921","0.103613117",2.33333333333333
"473","97: verkleind","7.1",1,6,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"119.7471053","0.575759253",2.51851851851852
"474","98: door","7.1",1,1,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"120.3228645","0.147296925",2.33333333333333
"475","99: een","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,3,3,1,2,2,2,5,"120.4701614","0.08595179",2.48148148148148
"476","100: enorme","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"120.5561132","0.556920505",2.44444444444444
"477","101: lamp","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"121.1130337","0.475678401",2.44444444444444
"478","102: met","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"121.5887121","0.196458554",2.44444444444444
"479","103: franje","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"121.7851707","0.472146136",2.44444444444444
"480","104: die","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"122.2573168","0.122451866",2.44444444444444
"481","105: als","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"122.3797687","0.169548737",2.44444444444444
"482","106: een","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"122.5493174","0.109500226",2.44444444444444
"483","107: parasol","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"122.7501787","0.545146287",2.44444444444444
"484","108: boven","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"123.295325","0.320258726",2.44444444444444
"486","110: hoofden","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"123.8110358","0.347185845",2.44444444444444
"487","111: hing.","7.1",1,5,2,3,4,2,1,1,1,6,2,3,1,3,1,1,3,3,2,4,2,3,1,2,2,2,5,"124.1582216","0.253145684",2.44444444444444
"488","112: Op","7.1",1,3,2,2,4,2,1,1,1,5,3,4,1,2,1,1,4,2,1,4,3,1,1,2,2,2,4,"125.6025595","0.157774519",2.22222222222222
"489","113: de","7.1",1,3,2,2,4,2,1,1,1,5,3,4,1,2,1,1,4,2,1,4,3,1,1,2,2,2,4,"125.760334","0.056516246",2.22222222222222
