"","X","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN","SE","marker_event","onset_event","duration_event","MN_event","SE_event"
"186",1878,"186: is",24.1,4,5,5,6,4,2,1,2,2,7,6,6,2,5,1,4,4,3,4,4,5,3,2,4,2,7,3,70.60286007,0.153660159,3.814814815,0.333491574,,,,,
"187",1879,"187: de",24.1,4,5,5,6,4,2,1,2,2,7,6,6,2,5,1,4,4,3,4,4,5,3,2,4,2,7,3,70.75652023,0.059268918,3.814814815,0.333491574,,,,,
"188",1880,"188: boodschap.",24.1,4,5,5,6,4,2,1,2,2,7,6,6,2,5,1,4,4,3,4,4,5,3,2,4,2,7,3,70.81578914,0.509816742,3.814814815,0.333491574,1,69.47894577,1.846660122,3.84656084671429,
"189",1881,"1: Het",26.1,4,4,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,3,5,2,5,3,7,3,72.36358194,0.109697532,4.192307692,0.323534475,,,,,
"190",1882,"2: krassen",26.1,4,4,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,3,5,2,5,3,7,5,72.51432073,0.291345703,4.269230769,0.321332286,,,,,
"191",1883,"3: op",26.1,4,4,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,3,5,2,5,3,7,5,72.80566644,0.117286006,4.269230769,0.321332286,,,,,
"192",1884,"4: de",26.1,3,2,4,4,3,2,1,2,2,1,2,5,3,,2,4,6,4,2,4,2,2,1,4,2,5,3,72.9639937,0.063464915,2.884615385,0.262103462,,,,,
"193",1885,"5: muur",26.1,4,4,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,3,5,2,5,3,7,5,73.02745861,0.302148565,4.269230769,0.321332286,,,,,
"194",1886,"6: wordt",26.1,4,4,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,3,5,2,5,3,7,5,73.37489408,0.164165028,4.269230769,0.321332286,,,,,
"195",1887,"7: driftiger.",26.1,4,6,5,6,5,2,1,2,2,6,6,5,3,,4,7,6,4,5,4,5,5,2,5,3,7,5,73.53905911,0.562155065,4.423076923,0.324265214,1,72.36358194,1.610262814,4.08241758228571,
"196",1888,"8: De",26.1,4,4,5,4,5,2,1,2,2,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,74.73353327,0.074298827,3.923076923,0.308460579,,,,,
"197",1889,"9: man",26.1,4,4,5,4,5,2,1,2,2,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,74.8078321,0.372201745,3.923076923,0.308460579,,,,,
"198",1890,"10: gedraagt",26.1,4,4,5,4,5,2,1,2,2,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,75.36819491,0.541320028,3.923076923,0.308460579,,,,,
"199",1891,"11: zich",26.1,4,4,5,4,5,2,1,2,2,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,75.90951494,0.139398752,3.923076923,0.308460579,,,,,
"200",1892,"12: als",26.1,4,4,5,4,5,2,1,2,2,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,76.0489137,0.088765843,3.923076923,0.308460579,,,,,
"201",1893,"13: een",26.1,4,4,5,4,5,2,1,2,5,5,3,5,4,,1,6,6,4,5,4,3,5,2,5,3,7,5,76.13767954,0.145059615,4.038461538,0.301181107,,,,,
"202",1894,"14: roofdier.",26.1,4,7,5,4,5,2,1,2,5,5,3,5,4,,1,6,6,4,5,6,5,5,2,5,3,7,5,76.28273915,0.586402701,4.307692308,0.32708141,1,74.73353327,1.947447511,3.99450549442857,
"203",1895,"15: Hij",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,3,77.24478804,0.108971614,3.923076923,0.341593897,,,,,
"204",1896,"16: weet",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,3,77.35375965,0.210867148,3.923076923,0.341593897,,,,,
"205",1897,"17: dat",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,2,77.5646268,0.111094437,3.884615385,0.347859048,,,,,
"206",1898,"18: hij",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,2,77.67572123,0.137275929,3.884615385,0.347859048,,,,,
"207",1899,"19: ongestoord",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,5,77.86960579,0.577549409,4,0.341940166,,,,,
"208",1900,"20: op",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,3,78.4471552,0.104128761,3.923076923,0.341593897,,,,,
"209",1901,"21: de",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,3,78.55128396,0.060854278,3.923076923,0.341593897,,,,,
"210",1902,"22: muur",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,5,78.61213824,0.232802993,4,0.341940166,,,,,
"211",1903,"23: kan",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,5,78.87607598,0.154258518,4,0.341940166,1,77.24478804,1.697803087,3.94017094022222,
"212",1904,"24: krassen",26.1,4,2,3,5,5,2,1,2,4,7,3,5,4,,1,7,6,3,5,4,4,5,2,5,3,7,5,79.05439317,0.480607804,4,0.341940166,,,,,
"213",1905,"25: dat",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,2,79.86625615,0.122416163,4.192307692,0.342026678,,,,,
"214",1906,"26: ik",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,2,79.98867231,0.101895535,4.192307692,0.342026678,,,,,
"215",1907,"27: geen",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,80.09056784,0.162749812,4.307692308,0.331751672,,,,,
"216",1908,"28: mens",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,80.25331766,0.332575704,4.307692308,0.331751672,,,,,
"217",1909,"29: te",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,80.58589336,0.065398845,4.307692308,0.331751672,,,,,
"218",1910,"30: hulp",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,80.65129221,0.235633424,4.307692308,0.331751672,,,,,
"219",1911,"31: kan",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,80.93504297,0.165580244,4.307692308,0.331751672,,,,,
"220",1912,"32: roepen.",26.1,4,2,4,6,5,2,1,2,4,7,6,5,4,,3,7,6,3,5,5,4,5,2,5,3,7,5,81.10062321,0.306016951,4.307692308,0.331751672,1,79.05439317,1.972874482,4.247863248,
"221",1913,"33: Ik",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,2,82.51549377,0.102603143,3.961538462,0.339596001,,,,,
"222",1914,"34: moet",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,2,82.61809691,0.211574756,3.961538462,0.339596001,,,,,
"223",1915,"35: de",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,2,82.82967167,0.021228236,3.961538462,0.339596001,,,,,
"224",1916,"36: man",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,2,82.8508999,0.255446445,3.961538462,0.339596001,,,,,
"225",1917,"37: weglokken",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,6,83.10634635,0.448057617,4.115384615,0.33889832,,,,,
"226",1918,"38: van",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,6,83.55440397,0.13829862,4.115384615,0.33889832,,,,,
"227",1919,"39: de",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,6,83.69270259,0.068637964,4.115384615,0.33889832,,,,,
"228",1920,"40: muur.",26.1,5,5,4,6,6,5,1,2,2,5,4,5,5,,1,5,5,4,5,6,3,3,1,4,2,7,6,83.76134055,0.350265901,4.115384615,0.33889832,1,82.51549377,1.596112682,4.0384615385,
"229",1921,"41: Nu",26.1,5,5,3,6,6,5,2,2,2,3,7,5,5,,1,3,5,4,5,6,3,4,1,4,2,7,6,84.82352324,0.132322674,4.115384615,0.347859048,,,,,
"230",1922,"42: moet",26.1,5,5,3,6,6,5,2,2,2,3,7,5,5,,1,3,5,4,5,6,3,4,1,4,2,7,6,84.95584591,0.171241107,4.115384615,0.347859048,,,,,
"231",1923,"43: ik",26.1,5,5,3,6,6,5,2,2,2,3,7,5,5,,1,3,5,4,5,6,3,4,1,4,2,7,6,85.12708702,0.102603143,4.115384615,0.347859048,,,,,
"232",1924,"44: het",26.1,5,5,3,6,6,5,2,2,2,3,7,5,5,,1,3,5,4,5,6,3,4,1,4,2,7,6,85.22969016,0.125246595,4.115384615,0.347859048,,,,,
"233",1925,"45: doen.",26.1,5,5,3,6,6,5,2,2,2,3,7,5,5,,1,3,5,4,5,6,3,4,1,4,2,7,6,85.35493676,0.188931304,4.115384615,0.347859048,1,84.82352324,0.720344823,4.115384615,
"234",1926,"46: Onhoorbaar",26.1,3,3,5,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,86.65907488,0.675765525,3.730769231,0.330769231,,,,,
"235",1927,"47: sluip",26.1,3,3,5,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,87.3348404,0.437962138,3.730769231,0.330769231,,,,,
"236",1928,"48: ik",26.1,3,3,5,5,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,87.77280254,0.127369418,3.692307692,0.32234349,,,,,
"237",1929,"49: naar",26.1,3,3,5,5,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,87.90017196,0.154400121,3.692307692,0.32234349,,,,,
"238",1930,"50: de",26.1,3,3,5,5,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,88.05457208,0.049532552,3.692307692,0.32234349,,,,,
"239",1931,"51: deur",26.1,3,3,5,5,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,6,88.10410463,0.36371045,3.692307692,0.32234349,1,86.65907488,1.808740204,3.705128205,
"240",1932,"52: en",26.1,3,3,3,5,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,88.81869476,0.149305263,3.576923077,0.309704956,,,,,
"241",1933,"53: druk",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,88.96800003,0.268183387,3.615384615,0.319022175,,,,,
"242",1934,"54: mijn",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,89.23618341,0.219358443,3.615384615,0.319022175,,,,,
"243",1935,"55: oog",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,89.48593779,0.261107308,3.615384615,0.319022175,,,,,
"244",1937,"57: het",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,4,90.01381327,0.12856469,3.576923077,0.314633251,,,,,
"245",1938,"58: ronde",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,90.14237796,0.29719531,3.615384615,0.319022175,,,,,
"246",1939,"59: kijkgaatje.",26.1,3,3,3,6,3,2,1,2,2,3,5,5,5,,2,5,5,5,5,5,3,2,1,4,2,7,5,90.53274185,0.687087251,3.615384615,0.319022175,1,88.81869476,2.010801652,3.60439560414286,
"247",1940,"60: De",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,3,92.17972396,0.072176004,3.115384615,0.33889832,,,,,
"248",1941,"61: lift",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,3,92.25189996,0.310639859,3.115384615,0.33889832,,,,,
"249",1942,"62: in",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,3,92.56253982,0.136568321,3.115384615,0.33889832,,,,,
"250",1943,"63: de",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,3,92.69910814,0.050743311,3.115384615,0.33889832,,,,,
"251",1944,"64: trappenhal",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,3,92.81495138,0.546069502,3.115384615,0.33889832,,,,,
"252",1945,"65: zoemt.",26.1,5,2,3,4,3,2,1,2,1,1,5,5,4,,1,6,5,3,2,5,2,2,1,4,2,7,4,93.36102088,0.468058705,3.153846154,0.340552979,1,92.17972396,1.584255702,3.1217948715,
"253",1946,"66: Een",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,3,94.63138189,0.110386829,2.884615385,0.343407912,,,,,
"254",1947,"67: vrouw",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,3,94.74176872,0.328330056,2.884615385,0.343407912,,,,,
"255",1948,"68: stapt",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,95.07009878,0.413573124,2.923076923,0.346068366,,,,,
"256",1949,"69: uit",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,95.4836719,0.23704864,2.923076923,0.346068366,,,,,
"257",1950,"70: de",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,95.72072054,0.040994567,2.923076923,0.346068366,,,,,
"258",1951,"71: lift",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,95.76171511,0.333283311,2.923076923,0.346068366,1,94.63138189,1.463616527,2.91025641033333,
"259",1952,"72: en",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,3,96.09499842,0.115340084,2.884615385,0.343407912,,,,,
"260",1953,"73: verdwijnt",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,96.21033851,0.447161041,2.923076923,0.346068366,,,,,
"261",1954,"74: in",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,96.65749955,0.128077026,2.923076923,0.346068366,,,,,
"262",1955,"75: haar",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,96.78557657,0.107352166,2.923076923,0.346068366,,,,,
"263",1956,"76: flat.",26.1,2,3,3,4,3,2,1,2,1,1,1,5,3,,1,7,5,3,2,5,2,2,1,4,2,7,4,96.89292874,0.396763789,2.923076923,0.346068366,1,96.09499842,1.194694106,2.9153846154,
"264",1957,"77: Na",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,1,4,6,4,2,5,2,2,1,4,2,7,3,98.24642638,0.125246595,3.192307692,0.318743836,,,,,
"265",1958,"78: enkele",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,1,4,6,4,2,5,2,2,1,4,2,7,3,98.37167298,0.328330056,3.192307692,0.318743836,,,,,
"266",1959,"79: minuten",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,1,4,6,4,2,5,2,2,1,4,2,7,3,98.70000303,0.429298264,3.192307692,0.318743836,,,,,
"267",1960,"80: open",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,2,4,6,4,2,5,2,2,1,4,2,7,4,99.17034255,0.321238264,3.269230769,0.311609678,,,,,
"268",1961,"81: ik",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,2,4,6,4,2,5,2,2,1,4,2,7,5,99.49158082,0.164165028,3.307692308,0.317534884,,,,,
"269",1962,"82: onhoorbaar",26.1,5,2,4,5,3,2,1,2,3,1,4,5,4,,2,4,6,4,2,5,2,2,1,4,2,7,5,99.7391814,0.566793912,3.346153846,0.323168485,,,,,
"270",1963,"83: de",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,2,4,6,4,2,5,2,2,1,4,2,7,5,100.3059753,0.08349773,3.307692308,0.317534884,,,,,
"271",1964,"84: deur.",26.1,4,2,4,5,3,2,1,2,3,1,4,5,4,,2,4,6,4,2,5,2,2,1,4,2,7,3,100.389473,0.379954005,3.230769231,0.310372938,1,98.24642638,2.398523854,3.25480769225,
"272",1965,"85: Voorzichtig",26.1,3,2,4,4,3,2,1,2,3,3,1,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,6,101.402092,0.488957045,3.307692308,0.302651009,,,,,
"273",1966,"86: schuifel",26.1,4,2,4,4,3,2,1,2,3,3,1,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,101.891049,0.46823196,3.269230769,0.285860064,,,,,
"274",1967,"87: ik",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,102.359281,0.101895535,3.269230769,0.274885667,,,,,
"275",1968,"88: de",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,102.4834115,0.047409728,3.269230769,0.274885667,,,,,
"276",1969,"89: gang",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,102.5308212,0.291534447,3.269230769,0.274885667,,,,,
"277",1970,"90: op",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,102.8223557,0.198837814,3.269230769,0.274885667,,,,,
"278",1971,"91: naar",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,103.0353457,0.114632477,3.269230769,0.274885667,,,,,
"279",1972,"92: de",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,103.1499781,0.069864662,3.269230769,0.274885667,,,,,
"280",1973,"93: volgende",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,103.2198428,0.387014596,3.269230769,0.274885667,,,,,
"281",1974,"94: deur.",26.1,3,2,4,4,3,2,1,2,3,3,2,5,4,,2,5,6,4,5,5,2,2,1,4,2,5,4,103.6068574,0.296487702,3.269230769,0.274885667,1,101.402092,2.464865966,3.2730769229,
"282",1975,"95: Een",26.1,3,3,6,5,5,2,1,2,3,3,5,6,5,,2,6,6,4,5,6,3,5,1,5,4,6,5,104.6191462,0.112509653,4.115384615,0.320225512,,,,,
"283",1976,"96: druk",26.1,3,3,6,5,5,2,1,2,3,3,5,6,5,,2,6,6,4,5,6,3,5,1,5,4,6,5,104.7316559,0.257569268,4.115384615,0.320225512,,,,,
"284",1977,"97: op",26.1,3,3,6,5,5,2,1,2,3,3,5,6,5,,2,6,6,4,5,6,3,5,1,5,4,6,5,104.9892251,0.1167553,4.115384615,0.320225512,,,,,
"285",1978,"98: de",26.1,3,3,6,5,5,2,1,2,3,3,5,6,5,,2,6,6,4,5,6,3,5,1,5,4,6,5,105.1059804,0.050932054,4.115384615,0.320225512,,,,,
"286",1979,"99: bel.",26.1,3,3,6,5,5,2,1,2,3,3,5,6,5,,2,6,6,4,5,6,3,5,1,5,4,6,5,105.1569125,0.322669193,4.115384615,0.320225512,1,104.6191462,0.860435468,4.115384615,
"287",1980,"100: Dan",26.1,3,5,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,3,5,1,5,4,6,5,106.8436775,0.15355091,4.538461538,0.299901364,,,,,
"288",1981,"101: hol",26.1,6,5,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,106.9972284,0.157796557,4.692307692,0.292307692,,,,,
"289",1982,"102: ik",26.1,3,5,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,107.155025,0.119585732,4.576923077,0.294425526,,,,,
"290",1983,"103: terug",26.1,3,5,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,107.3326345,0.278797505,4.576923077,0.294425526,1,106.8436775,0.709730704,4.596153846,
"291",1984,"104: en",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,107.611432,0.146428142,4.538461538,0.294726832,,,,,
"292",1985,"105: draai",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,107.7578602,0.242001895,4.538461538,0.294726832,,,,,
"293",1986,"106: de",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,107.9998621,0.065099925,4.538461538,0.294726832,,,,,
"294",1987,"107: sleutel",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,108.064962,0.388429812,4.538461538,0.294726832,,,,,
"295",1988,"108: om",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,108.4533918,0.097649887,4.538461538,0.294726832,,,,,
"296",1989,"109: in",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,108.5510417,0.062269493,4.538461538,0.294726832,,,,,
"297",1990,"110: het",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,108.6133112,0.089158593,4.538461538,0.294726832,,,,,
"298",1991,"111: slot.",26.1,3,4,6,6,5,2,3,2,5,3,5,6,4,,4,7,6,6,5,6,4,5,1,5,4,6,5,108.7024698,0.376762026,4.538461538,0.294726832,1,107.611432,1.467799773,4.538461538,
"299",1992,"112: Het",26.1,2,5,6,5,4,2,1,2,2,5,3,5,2,,2,6,5,4,3,4,3,5,1,5,4,2,6,109.8587181,0.128077026,3.615384615,0.314162736,,,,,
"300",1993,"113: krassen",26.1,2,5,6,5,4,2,1,2,2,5,3,5,2,,2,6,5,4,3,4,3,5,1,5,4,2,6,109.9867951,0.341774606,3.615384615,0.314162736,,,,,
"301",1994,"114: is",26.1,2,5,6,5,4,2,1,2,2,5,3,5,2,,2,6,5,4,3,4,3,5,1,5,4,2,6,110.3285697,0.171948715,3.615384615,0.314162736,,,,,
"302",1995,"115: gestopt.",26.1,2,5,6,5,4,2,1,2,2,5,3,5,2,,2,6,5,4,3,4,3,5,1,5,4,2,6,110.5005184,0.518283377,3.615384615,0.314162736,1,109.8587181,1.160083724,3.615384615,
"303",1996,"116: De",26.1,4,4,5,4,4,2,1,2,2,5,4,5,2,,2,5,5,4,3,3,3,5,1,5,4,2,4,111.4162108,0.071468396,3.461538462,0.261538462,,,,,
"304",1997,"117: muur",26.1,4,4,5,4,4,2,1,2,2,5,4,5,2,,2,5,5,4,3,3,3,5,1,5,4,2,4,111.4876792,0.273136642,3.461538462,0.261538462,,,,,
"305",1998,"118: zwijgt.",26.1,4,4,5,4,4,2,1,2,2,5,4,5,2,,2,5,5,4,3,3,3,5,1,5,4,2,4,111.7608158,0.62160984,3.461538462,0.261538462,1,111.4162108,0.966214878,3.461538462,
"306",1999,"119: Zijn",26.1,2,3,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,113.0888533,0.202375854,3.384615385,0.28864097,,,,,
"307",2000,"120: deurbel",26.1,2,3,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,113.2912291,0.314885507,3.384615385,0.28864097,,,,,
"308",2001,"121: heeft",26.1,2,3,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,113.6061147,0.299318133,3.384615385,0.28864097,,,,,
"309",2002,"122: hem",26.1,2,3,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,113.9054328,0.075666229,3.384615385,0.28864097,,,,,
"310",2003,"123: in",26.1,2,6,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,113.981099,0.084912946,3.5,0.305085108,,,,,
"311",2004,"124: verwarring",26.1,2,6,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,114.066012,0.378570216,3.5,0.305085108,,,,,
"312",2005,"125: gebracht.",26.1,2,6,5,5,4,2,1,2,1,5,6,5,2,,1,4,5,3,3,3,3,5,3,5,4,2,4,114.4445822,0.523235282,3.5,0.305085108,1,113.0888533,1.878964167,3.43406593428571,
"313",2006,"126: Het",26.1,4,5,6,6,4,4,1,2,1,2,7,5,3,,1,7,5,3,3,5,4,5,3,5,4,2,6,115.1952248,0.12029334,3.961538462,0.348538793,,,,,
"314",2007,"127: is",26.1,4,5,6,6,4,4,1,2,1,2,7,5,3,,1,7,5,3,3,5,4,5,3,5,4,2,6,115.3155182,0.085620553,3.961538462,0.348538793,,,,,
"315",2008,"128: me",26.1,4,5,6,6,4,4,1,2,1,2,7,5,3,,1,7,5,3,3,5,4,5,3,5,4,2,6,115.4011387,0.105433574,3.961538462,0.348538793,,,,,
"316",2009,"129: gelukt.",26.1,4,5,6,6,4,4,1,2,1,2,7,5,3,,1,7,5,3,3,5,4,5,3,5,4,2,6,115.5065723,0.446500572,3.961538462,0.348538793,1,115.1952248,0.757848039,3.961538462,
"317",2010,"130: Een",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,116.5717573,0.108971614,3.269230769,0.366092432,,,,,
"318",2011,"131: roofdier",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,116.6807289,0.515846145,3.269230769,0.366092432,,,,,
"319",2012,"132: moet",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,117.1965751,0.239879071,3.269230769,0.366092432,,,,,
"320",2013,"133: je",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,117.4364542,0.062394259,3.269230769,0.366092432,,,,,
"321",2014,"134: afleiden",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,117.4988484,0.447915788,3.269230769,0.366092432,,,,,
"322",2015,"135: van",26.1,1,6,3,5,4,1,1,2,5,7,2,5,1,,1,6,5,3,2,3,3,5,1,5,2,2,4,117.9467642,0.110874043,3.269230769,0.366092432,,,,,
