"","X","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN","SE","marker_event","onset_event","duration_event","MN_event","SE_event"
"132",220,"32: eindje",5.1,2,2,2,2,5,2,1,1,1,4,3,3,1,2,1,3,3,2,1,5,3,2,1,3,2,7,5,53.38942812,0.340257819,2.555555556,0.293972368,,,,,
"133",221,"33: open",5.1,2,2,2,2,5,2,1,1,1,4,3,3,1,2,1,5,3,2,1,5,3,2,1,3,2,7,5,53.72968594,0.368533019,2.62962963,0.307309565,1,50.84858607,3.237858677,2.58922558954545,
"134",222,"34: en",5.1,2,2,2,3,5,2,1,1,1,4,3,3,1,2,1,1,3,3,1,5,3,2,1,3,2,7,5,54.43772572,0.090661477,2.555555556,0.298778774,,,,,
"135",223,"35: zei",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,2,3,3,1,5,3,2,1,3,2,7,5,54.5283872,0.196629438,2.777777778,0.293972368,,,,,
"136",224,"36: dat",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,2,3,3,1,5,3,2,1,3,2,7,5,54.72501664,0.17779069,2.777777778,0.293972368,,,,,
"137",226,"38: maar",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,2,3,3,1,5,3,2,1,3,2,7,5,54.9769849,0.196629438,2.777777778,0.293972368,,,,,
"138",227,"39: door",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,3,3,3,1,5,3,2,1,3,2,7,5,55.17361434,0.182500377,2.814814815,0.292533082,,,,,
"139",228,"40: moest",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,2,3,3,1,5,3,2,1,3,2,7,5,55.35611472,0.244903731,2.777777778,0.293972368,,,,,
"140",229,"41: lopen",5.1,2,4,2,3,5,2,1,1,1,4,3,3,4,2,1,5,3,3,1,5,3,2,1,3,2,7,5,55.60101845,0.375136804,2.888888889,0.303509075,1,54.43772572,1.464251955,2.76719576742857,
"141",230,"42: want",5.1,2,4,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,55.97615525,0.123629287,2.62962963,0.278109963,,,,,
"142",231,"43: het",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,56.09978454,0.121274444,2.666666667,0.287438833,,,,,
"143",232,"44: zou",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,56.22105898,0.160129363,2.666666667,0.287438833,,,,,
"144",233,"45: nog",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,56.38118835,0.154242254,2.666666667,0.287438833,,,,,
"145",234,"46: wel",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,56.5354306,0.103613117,2.666666667,0.287438833,,,,,
"146",235,"47: even",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,2,3,3,1,5,3,2,1,3,2,7,3,56.63904372,0.211935921,2.666666667,0.287438833,,,,,
"147",236,"48: duren.",5.1,2,5,2,2,5,2,1,1,1,4,3,3,3,2,1,1,3,3,1,5,3,2,1,3,2,7,3,56.85097964,0.385733375,2.62962963,0.293073643,1,55.97615525,1.260557761,2.65608465642857,
"148",237,"49: 'Tonia",5.1,3,6,3,5,4,5,1,1,2,1,2,3,4,3,1,3,4,3,5,6,5,2,2,2,2,7,3,58.2148092,0.42858153,3.259259259,0.322881403,,,,,
"149",238,"50: is",5.1,3,6,3,5,4,5,1,1,2,1,2,3,4,3,1,3,4,3,5,6,5,2,2,2,2,7,3,58.64339073,0.137758349,3.259259259,0.322881403,,,,,
"150",239,"51: thuis'.",5.1,3,6,3,5,4,5,1,1,2,1,2,3,4,3,1,5,4,3,5,6,5,2,2,2,2,7,3,58.78114908,0.42858153,3.333333333,0.329032078,1,58.2148092,0.994921409,3.283950617,
"151",240,"52: Hij",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,1,1,3,5,2,5,5,1,6,1,2,3,7,5,59.93747962,0.129516396,3.074074074,0.349708572,,,,,
"152",241,"53: gaf",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,1,1,2,5,2,5,5,1,6,1,2,3,7,5,60.06699602,0.240194044,3.037037037,0.351964295,,,,,
"153",243,"55: een",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,1,1,2,5,2,5,5,1,6,1,2,3,7,5,60.44377099,0.103613117,3.037037037,0.351964295,,,,,
"154",244,"56: zetje",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,2,5,2,5,5,5,6,3,3,3,7,5,60.54738411,0.322613569,3.37037037,0.325323193,,,,,
"155",245,"57: tegen",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,2,1,3,5,2,5,5,2,6,1,3,3,7,5,60.86999768,0.257855371,3.185185185,0.333491574,,,,,
"156",247,"59: schouder",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,2,1,4,5,2,5,5,2,6,1,3,3,7,5,61.28445014,0.524976535,3.222222222,0.334754804,1,59.93747962,1.578769032,3.1543209875,
"157",248,"60: en",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,2,1,3,5,2,5,5,2,6,1,3,3,7,5,62.10168321,0.125984131,3.185185185,0.333491574,,,,,
"158",249,"61: deed",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,3,5,2,5,5,2,6,1,3,3,7,5,62.22766734,0.300242555,3.222222222,0.33047205,,,,,
"159",250,"62: de",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,3,5,2,5,5,5,6,1,3,3,7,5,62.5279099,0.051806559,3.333333333,0.333333333,,,,,
"160",251,"63: deur",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,3,5,2,5,5,5,6,1,3,3,7,5,62.57971646,0.207226234,3.333333333,0.333333333,,,,,
"161",252,"64: achter",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,3,5,2,5,5,5,6,1,3,3,7,5,62.78694269,0.242548888,3.333333333,0.333333333,,,,,
"162",254,"66: dicht.",5.1,2,1,3,4,5,5,3,1,1,1,4,3,3,3,1,3,5,2,5,5,5,6,1,3,3,7,5,63.22258875,0.366178175,3.333333333,0.333333333,1,62.10168321,1.293986542,3.2901234565,
"163",255,"67: De",5.1,3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,64.47913643,0.109500226,3.444444444,0.338983453,,,,,
"164",256,"68: kamer",5.1,3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,64.58863665,0.317903882,3.444444444,0.338983453,,,,,
"165",257,"69: was",5.1,3,2,4,2,5,5,1,1,3,3,5,4,3,2,1,4,6,2,5,5,1,6,1,4,3,7,5,64.90654053,0.168371315,3.444444444,0.338983453,,,,,
"166",258,"70: donker",5.1,3,7,4,2,5,5,1,1,3,3,5,4,3,3,1,4,6,2,5,5,6,6,2,4,3,7,5,65.07491185,0.485097776,3.888888889,0.338983453,,,,,
"167",259,"71: en",5.1,3,2,4,2,5,5,1,1,3,3,5,4,3,3,1,2,6,2,5,5,6,6,2,4,3,7,5,65.56000963,0.15188741,3.62962963,0.329672842,,,,,
"168",260,"72: klein.",5.1,3,7,4,2,5,5,1,1,3,3,5,4,3,3,1,1,6,2,5,5,6,6,2,4,3,7,5,65.7260261,0.387371767,3.777777778,0.355395263,1,64.47913643,1.620132376,3.6049382715,
"169",261,"73: Tonia",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,67.18567049,0.383839502,3.037037037,0.294689375,,,,,
"170",262,"74: zat",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,67.56950999,0.166016472,3.037037037,0.294689375,,,,,
"171",263,"75: aan",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,67.73552646,0.127161553,3.037037037,0.294689375,,,,,
"172",264,"76: tafel",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,3,3,3,5,5,4,3,1,2,2,7,3,67.93451075,0.533372069,3.037037037,0.294689375,,,,,
"173",265,"77: naar",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,2,1,2,3,3,5,5,4,3,1,2,2,7,3,68.6127057,0.138167637,3,0.297185276,,,,,
"174",266,"78: haar",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,68.75087333,0.134226084,3.074074074,0.296830004,,,,,
"175",267,"79: handen",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,4,3,3,5,5,4,3,2,2,2,7,3,68.88509942,0.221355296,3.185185185,0.287622324,,,,,
"176",268,"80: te",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,2,2,2,7,3,69.10645471,0.146000301,3.074074074,0.296830004,,,,,
"177",269,"81: kijken",5.1,3,5,4,1,4,5,1,1,2,3,3,4,2,4,1,4,3,3,5,5,4,3,2,2,2,7,3,69.25245501,0.388549189,3.185185185,0.287622324,,,,,
"178",270,"82: die",5.1,3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,1,2,2,7,3,69.6410042,0.097726008,2.703703704,0.296296296,,,,,
"179",271,"83: voor",5.1,3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,1,3,3,5,5,4,3,1,2,2,7,3,69.73873021,0.246081153,2.703703704,0.296296296,,,,,
"180",272,"84: haar",5.1,3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,3,3,3,5,5,4,3,1,2,2,7,3,69.98481136,0.15188741,2.777777778,0.28908606,,,,,
"181",273,"85: op",5.1,3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,70.13669877,0.116684184,2.740740741,0.290360777,,,,,
"182",274,"86: het",5.1,3,3,1,1,4,1,1,1,2,3,3,4,2,4,1,2,3,3,5,5,4,3,1,2,2,7,3,70.25338296,0.090661477,2.740740741,0.290360777,,,,,
"183",275,"87: pluche",5.1,3,6,1,1,4,1,1,1,2,3,3,4,2,4,1,5,3,3,5,5,4,3,1,2,2,7,3,70.43470591,0.329814604,2.962962963,0.322390826,,,,,
"184",276,"88: tafelkleed",5.1,3,4,1,1,4,1,1,1,2,3,3,4,2,4,1,5,3,3,5,5,4,3,1,2,2,7,3,70.81868192,0.585178627,2.888888889,0.303509075,,,,,
"185",277,"89: lagen;",5.1,3,4,1,1,4,1,1,1,2,3,3,4,2,4,1,3,3,3,5,5,4,3,1,2,2,7,3,71.40386055,0.455662231,2.814814815,0.292533082,1,67.18567049,4.312383797,2.94117647064706,
"186",278,"90: een",5.1,3,4,3,2,4,1,4,1,2,3,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,72.87661039,0.162484206,3.444444444,0.279056884,,,,,
"187",279,"91: bleek",5.1,3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,73.03909459,0.343807161,3.518518519,0.294151783,,,,,
"188",280,"92: kind",5.1,3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,73.38290175,0.324968413,3.62962963,0.293073643,,,,,
"189",281,"93: met",5.1,3,6,3,2,4,1,4,1,2,3,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,73.70787017,0.168371315,3.62962963,0.293073643,,,,,
"190",282,"94: lichte",5.1,3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,73.87624148,0.523952695,3.740740741,0.304723463,,,,,
"191",283,"95: waterige",5.1,4,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,74.69658023,0.706145908,3.666666667,0.30662207,,,,,
"192",284,"96: ogen",5.1,4,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,75.40272613,0.46154934,3.777777778,0.303509075,,,,,
"193",285,"97: en",5.1,3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,75.86427547,0.160129363,3.62962963,0.307309565,,,,,
"194",286,"98: vlasachtig",5.1,3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,2,4,4,5,4,6,5,3,4,2,7,4,76.02440484,0.703500978,3.62962963,0.307309565,,,,,
"195",287,"99: haar.",5.1,3,6,3,2,4,1,4,1,2,6,3,4,4,4,1,5,4,4,5,4,6,5,3,4,2,7,4,76.72790581,0.410902901,3.740740741,0.304723463,1,72.87661039,3.96581228,3.640740741,
"196",288,"100: Ze",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,78.74754201,0.116564757,3.037037037,0.322390826,,,,,
"197",289,"101: zat",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,3,5,2,5,5,5,2,1,2,3,1,3,78.86410676,0.223710139,3.074074074,0.319926656,,,,,
"198",290,"102: bij",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,79.0878169,0.158951941,3.037037037,0.322390826,,,,,
"199",292,"104: in",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,79.35038196,0.097726008,3.037037037,0.322390826,,,,,
"200",293,"105: de",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,2,1,2,3,1,3,79.44810797,0.077709838,3.037037037,0.322390826,,,,,
"201",294,"106: klas",5.1,3,3,2,3,4,6,1,1,3,7,5,3,2,2,1,4,5,2,5,5,5,2,1,2,3,1,3,79.59175343,0.312016773,3.111111111,0.321735559,1,78.74754201,0.986679456,3.0555555555,
"202",295,"107: en",5.1,3,5,2,4,4,6,1,1,3,7,5,3,2,2,1,2,5,2,5,5,5,5,1,2,3,1,3,79.9037702,0.083596947,3.259259259,0.335856233,,,,,
"203",296,"108: omdat",5.1,5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,79.98736715,0.249613419,3.740740741,0.322881403,,,,,
"204",297,"109: iedereen",5.1,5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,5,5,5,5,5,5,5,5,2,3,1,3,80.23698057,0.385870105,3.851851852,0.318935657,,,,,
"205",298,"110: vond",5.1,5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,80.62285067,0.257855371,3.740740741,0.322881403,,,,,
"206",299,"111: dat",5.1,5,5,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,80.88070604,0.171903581,3.740740741,0.322881403,,,,,
"207",300,"112: ze",5.1,5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,81.05260962,0.04591945,3.814814815,0.341927822,,,,,
"208",301,"113: niet",5.1,5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,2,5,5,5,5,5,5,5,2,3,1,3,81.09852907,0.229597248,3.814814815,0.341927822,,,,,
"209",302,"114: alleen",5.1,5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,1,5,5,5,5,5,5,5,2,3,1,3,81.32812632,0.293297226,3.777777778,0.351364184,,,,,
"210",303,"115: op",5.1,5,7,4,4,4,6,1,1,3,7,5,3,2,4,1,1,5,5,5,5,5,5,5,2,3,1,3,81.62142355,0.156597097,3.777777778,0.351364184,,,,,
"211",304,"116: een",5.1,5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,2,3,1,5,81.77802064,0.096548586,3.962962963,0.347893463,,,,,
"212",305,"117: vis",5.1,5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,81.87456923,0.268452167,4.037037037,0.339605442,,,,,
"213",306,"118: leek",5.1,5,7,4,4,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,82.1430214,0.433291217,4.037037037,0.339605442,,,,,
"214",307,"119: maar",5.1,5,4,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,82.9064,0.121274444,3.962962963,0.322390826,,,,,
"215",308,"120: ook",5.1,5,4,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,83.02767445,0.150709989,3.962962963,0.322390826,,,,,
"216",309,"121: naar",5.1,5,7,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,83.17838444,0.134226084,4.074074074,0.34146461,,,,,
"217",310,"122: vis",5.1,5,7,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,83.31261052,0.261387636,4.074074074,0.34146461,,,,,
"218",311,"123: stonk",5.1,5,7,4,5,4,6,1,1,3,7,5,3,5,4,1,1,5,5,5,5,5,5,5,4,3,1,5,83.57399816,0.456839653,4.074074074,0.34146461,1,79.9037702,3.79698022,3.86492374735294,
"219",312,"124: wilde",5.1,5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,84.3923063,0.248998866,4.111111111,0.343159998,,,,,
"220",313,"125: niemand",5.1,5,7,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,84.64130516,0.522775273,4.148148148,0.352862546,,,,,
"221",314,"126: met",5.1,5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,85.16408044,0.151136354,4.111111111,0.343159998,,,,,
"222",315,"127: haar",5.1,5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,85.31521679,0.074177572,4.111111111,0.343159998,,,,,
"223",316,"128: spelen.",5.1,5,6,4,5,4,6,1,1,3,7,5,3,6,5,1,1,5,5,5,5,6,4,5,4,3,1,5,85.38939436,0.525130116,4.111111111,0.343159998,1,84.3923063,1.522218181,4.1185185184,
"224",377,"1: 'Wat",7.1,3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,87.29763668,0.110677648,3.851851852,0.323371236,,,,,
"225",378,"2: kom",7.1,3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,87.45070151,0.147177723,3.851851852,0.323371236,,,,,
"226",379,"3: je",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,87.59787924,0.190742329,2.296296296,0.191074446,,,,,
"227",380,"4: doen?'",7.1,3,7,3,6,5,2,3,1,4,5,3,5,4,4,1,2,5,3,5,6,5,5,1,2,3,6,5,87.78862157,0.282581229,3.851851852,0.323371236,,,,,
"228",381,"5: vroeg",7.1,3,2,3,2,5,2,1,1,1,1,3,5,1,3,1,2,5,2,5,5,1,5,1,2,3,6,3,88.63754267,0.254323106,2.740740741,0.313933743,1,87.29763668,0.985502035,3.3185185186,
"229",383,"7: Ze",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,89.8979127,0.082419525,2.62962963,0.262294001,,,,,
"230",384,"8: legde",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,89.98033222,0.335565209,2.62962963,0.262294001,,,,,
"231",385,"9: haar",7.1,2,2,2,3,5,2,1,1,1,1,3,4,2,2,1,1,4,2,1,4,3,3,2,2,3,5,3,90.31589743,0.194274595,2.407407407,0.23424279,,,,,
"232",386,"10: handen",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,90.51017203,0.235484357,2.62962963,0.262294001,,,,,
"233",387,"11: in",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,90.74565638,0.057693667,2.62962963,0.262294001,,,,,
"234",388,"12: haar",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,90.80335005,0.143645458,2.62962963,0.262294001,,,,,
"235",389,"13: schoot",7.1,3,2,2,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,3,90.94699551,0.403855672,2.62962963,0.262294001,1,89.8979127,1.452938483,2.59788359814286,
"236",390,"14: en",7.1,3,2,3,3,5,2,1,1,1,2,3,5,2,3,1,1,5,2,1,5,3,3,2,2,3,5,5,91.35085118,0.181322955,2.740740741,0.275249654,,,,,
"237",391,"15: keek",7.1,3,2,3,4,5,2,1,1,3,2,3,5,2,3,1,1,5,3,1,5,3,3,2,2,3,5,5,91.53217414,0.203966753,2.888888889,0.268653567,,,,,
"238",393,"17: wantrouwig",7.1,3,4,3,4,5,2,1,1,3,6,3,5,2,5,1,1,5,3,5,5,3,3,2,2,3,5,5,91.92335095,0.520556709,3.333333333,0.292352673,,,,,
"239",394,"18: aan.",7.1,3,2,3,4,5,2,1,1,3,2,3,5,2,3,1,1,5,3,1,5,3,3,2,2,3,5,5,92.44390766,0.293178025,2.888888889,0.268653567,1,91.35085118,1.199024442,2.962962963,
"240",396,"20: mond",7.1,2,2,3,2,5,2,1,1,2,5,2,5,2,3,1,2,4,2,1,6,4,6,3,4,3,1,6,93.86191593,0.275516698,2.962962963,0.31794157,,,,,
"241",397,"21: hing",7.1,2,2,3,2,5,2,1,1,2,5,2,5,2,3,1,2,4,2,1,6,4,6,3,4,3,1,6,94.13743263,0.167193894,2.962962963,0.31794157,,,,,
"242",398,"22: half",7.1,2,7,3,2,5,2,1,1,2,5,2,5,2,5,1,2,4,2,1,6,4,6,3,4,3,1,6,94.30462652,0.240194044,3.222222222,0.355395263,,,,,
"243",399,"23: open",7.1,2,7,3,2,5,2,1,1,2,5,2,5,2,5,1,2,4,2,1,6,4,6,3,4,3,1,6,94.54482056,0.413275047,3.222222222,0.355395263,1,93.86191593,1.096179683,3.0925925925,
"244",400,"24: haar",7.1,5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,1,6,4,6,3,4,3,1,6,95.41739246,0.156597097,3.296296296,0.349255679,,,,,
"245",401,"25: witte",7.1,5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,95.57398955,0.255500527,3.444444444,0.343159998,,,,,
"246",402,"26: gezicht",7.1,5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,95.82949008,0.373242706,3.444444444,0.343159998,,,,,
"247",403,"27: glom",7.1,5,5,3,2,5,2,1,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,96.20273279,0.466259027,3.444444444,0.343159998,,,,,
"248",404,"28: alsof",7.1,5,5,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,96.66899181,0.255500527,3.555555556,0.33047205,,,,,
"249",405,"29: het",7.1,5,5,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,96.92449234,0.130693818,3.555555556,0.33047205,,,,,
"250",406,"30: met",7.1,5,7,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,97.05518616,0.218249621,3.62962963,0.350612602,,,,,
"251",407,"31: vet",7.1,5,7,3,2,5,2,4,1,2,6,2,5,2,5,2,1,4,3,5,6,4,6,3,4,3,1,6,97.27343578,0.34262974,3.666666667,0.341773488,,,,,
"252",408,"32: was",7.1,5,7,3,2,5,2,4,1,2,6,2,5,2,5,1,1,4,3,5,6,4,6,3,4,3,1,6,97.61606552,0.1504026,3.62962963,0.350612602,,,,,
"253",409,"33: ingesmeerd.",7.1,5,7,3,2,5,2,4,1,2,6,2,5,2,5,2,1,4,3,5,6,4,6,3,4,3,1,6,97.76646812,0.81653347,3.666666667,0.341773488,1,95.41739246,3.165609133,3.5333333334,
"254",410,"34: 'Ik",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,99.88193667,0.135539785,2.222222222,0.187450532,,,,,
"255",411,"35: moet",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,100.0174765,0.198984282,2.222222222,0.187450532,,,,,
"256",412,"36: hier",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,100.2164607,0.094193743,2.222222222,0.187450532,,,,,
"257",413,"37: even",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,100.3106545,0.182500377,2.222222222,0.187450532,,,,,
"258",414,"38: wachten",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,100.4931549,0.387371767,2.222222222,0.187450532,,,,,
"259",415,"39: van",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,100.8805266,0.136580927,2.222222222,0.187450532,,,,,
"260",416,"40: je",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,101.0171076,0.14482288,2.222222222,0.187450532,,,,,
"261",417,"41: vader.'",7.1,1,3,2,3,3,4,1,1,2,2,2,3,1,2,1,4,3,2,1,4,2,2,1,2,2,3,3,101.1619304,0.422694421,2.222222222,0.187450532,1,99.88193667,1.702688182,2.222222222,
"262",418,"42: De",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,102.9068012,0.057693667,2.259259259,0.181734227,,,,,
"263",419,"43: meubels",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,102.9644949,0.390904033,2.259259259,0.181734227,,,,,
"264",420,"44: in",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,103.3553989,0.081242103,2.259259259,0.181734227,,,,,
"265",421,"45: het",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,103.436641,0.068290464,2.259259259,0.181734227,,,,,
"266",422,"46: vertrek",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,103.5049315,0.478033245,2.259259259,0.181734227,,,,,
"267",423,"47: stonden",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,3,103.9829647,0.31672646,2.259259259,0.181734227,,,,,
"268",424,"48: zo",7.1,1,2,2,2,4,2,1,1,1,4,2,3,2,3,1,2,3,2,2,3,3,4,1,2,2,3,4,104.2996912,0.252684939,2.296296296,0.191074446,,,,,
