"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","Onset","Duration"
"1204","76: durfde","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","312.4807409","0.385016924"
"1206","78: pas","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","313.0835809","0.194274595"
"1207","79: weer","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","313.2778555","0.096548586"
"1208","80: adem","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","313.3744041","0.322613569"
"1209","81: te","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","313.6970176","0.080064681"
"1210","82: halen","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","313.7770823","0.412080548"
"1211","83: en","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","314.6768714","0.084330701"
"1213","85: was","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","314.8589281","0.209581078"
"1214","86: al","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","315.0685092","0.161306785"
"1215","87: een","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","315.229816","0.149532567"
"1216","88: halve","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","315.3793485","0.341452318"
"1217","89: straat","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","315.7208009","0.366178175"
"1218","90: verder","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","316.086979","0.339097474"
"1219","91: toen","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","316.4260765","0.152006837"
"1221","93: merkte","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","316.6828739","0.522775273"
"1222","94: dat","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","317.8255188","0.169548737"
"1224","96: de","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","318.0621806","0.101258274"
"1225","97: zalm","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","318.1634389","0.295532868"
"1226","98: had","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","318.4589717","0.147177723"
"1227","99: laten","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","318.6061495","0.224887561"
"1228","100: liggen.","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","318.831037","0.355581379"
"1229","101: Op","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","320.8509806","0.123629287"
"1230","102: een","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","320.9746099","0.090661477"
"1231","103: middag","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","321.0652714","0.356758801"
"1232","104: kwam","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","321.4220302","0.173081002"
"1234","106: van","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","321.6999017","0.137758349"
"1235","107: school","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","321.8376601","0.30966193"
"1236","108: thuis","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","322.2250318","0.438000904"
"1237","109: en","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","323.0109182","0.088306634"
"1238","110: terwijl","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","323.0992248","0.255500527"
"1240","112: in","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","323.4642256","0.129516396"
"1241","113: de","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","323.593742","0.061225933"
"1242","114: gang","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","323.6549679","0.25079084"
"1244","116: jas","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","324.0635333","0.233129514"
"1245","117: aan","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","324.2966628","0.084160041"
"1246","118: de","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","324.3808228","0.064758198"
"1247","119: kapstok","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","324.5009198","0.41562989"
"1248","120: hing","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1","324.9165497","0.315549039"
"1249","121: hoorde","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","325.5683633","0.23077467"
"1251","123: iemand","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","325.9015737","0.292000603"
"1252","124: op","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","326.1935743","0.094193743"
"1253","125: luide","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","326.2877681","0.337920052"
"1254","126: toon","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","326.6256881","0.167244215"
"1255","127: praten.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","326.8423231","0.445060186"
"1256","128: Het","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","328.9287754","0.118537837"
"1257","129: geluid","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","329.0473132","0.370979526"
"1258","130: kwam","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","329.4446345","0.122928127"
"1259","131: uit","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","329.5675626","0.154757731"
"1260","132: de","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","329.7223203","0.052683483"
"1261","133: huiskamer.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","329.7750038","0.755129922"
"1262","134: Er","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1","331.1913067","0.082317942"
"1263","135: klonken","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1","331.2736246","0.285368866"
"1264","136: geen","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1","331.5589935","0.187684908"
"1265","137: andere","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1","331.7466784","0.302930027"
"1266","138: stemmen","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1","332.0496084","0.330369341"
"1267","139: tegenin.","15.1","1","1","1","1","1","2","2",NA,"2","2","1","1","1","332.3799777","0.598535362"
"1268","140: Het","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1","332.9785131","0.095488813"
"1269","141: bleef","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1","333.0740019","0.36878438"
"1270","142: een","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1","333.4427863","0.156941901"
"1271","143: barse","15.1","2","1","2","1","2","2","2",NA,"2","2","2","2","2","333.5997282","0.410492138"
"1272","144: monoloog.","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2","334.0102203","0.693665858"
"1273","145: In","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","335.7407006","0.096586385"
"1274","146: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","335.837287","0.060366491"
"1275","147: veronderstelling","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","335.8976534","0.739763906"
"1276","148: dat","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","336.6374173","0.130611135"
"1277","149: er","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","336.7680285","0.058171346"
"1278","150: iemand","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","336.8261998","0.288661583"
"1279","151: op","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","337.1148614","0.107735669"
"1280","152: bezoek","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","337.2225971","0.27439314"
"1281","153: was","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","337.4969902","0.291954301"
"1282","154: die","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","338.0581105","0.107562111"
"1283","155: een","15.1","2","1","2","1","1","2","2",NA,"2","1","2","1","1","338.1656726","0.093293668"
"1284","156: niet","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1","338.2589663","0.208538787"
"1285","157: erg","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1","338.467505","0.27000285"
"1286","158: vriendelijke","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1","338.7375079","0.512566386"
"1287","159: manier","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1","339.2500743","0.280978576"
"1288","160: van","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1","339.5310529","0.154746531"
"1289","161: converseren","15.1","2","2","2","1","1","2","2",NA,"2","2","2","1","1","339.6857994","0.646470238"
"1290","162: had","15.1","1","1","2","1","1","2","2",NA,"2","2","2","1","1","340.3322696","0.289759156"
"1291","163: of","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","341.010917","0.140489288"
"1292","164: die","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","341.1514063","0.110854829"
"1293","165: een","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","341.2622611","0.165733457"
"1294","166: van","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","341.4279946","0.09439124"
"1296","168: familieleden","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","341.6968999","0.604762481"
"1297","169: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","342.3016624","0.083415515"
"1298","170: waarheid","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","342.3850779","0.406373497"
"1299","171: kwam","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","342.7914514","0.193987719"
"1300","172: zeggen","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","342.9854391","0.40719942"
"1301","173: deed","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","343.83057","0.217851466"
"1303","175: zachtjes","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","344.1208612","0.493907652"
"1304","176: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","344.6147689","0.083415515"
"1305","177: deur","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","344.6981844","0.242563536"
"1306","178: open","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","344.9407479","0.339149921"
"1307","179: en","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","345.2798978","0.169384715"
"1308","180: keek","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","345.4492826","0.250246544"
"1309","181: door","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","345.7258708","0.144879578"
"1310","182: een","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","345.8707504","0.09439124"
"1311","183: kier","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","345.9651417","0.370979526"
"1312","184: naar","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","346.6781831","0.130611135"
"1313","185: binnen.","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1","346.8087942","0.302930027"
"1317","1: In","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.3717156","0.097683958"
"1318","2: de","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.4693996","0.066951926"
"1319","3: kamer","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.5363515","0.339149921"
"1320","4: stonden","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.8755014","0.264514987"
"1322","6: vader","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.3485552","0.408296993"
"1323","7: en","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.7568522","0.107562111"
"1325","9: broer","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.957708","0.407101329"
"1326","10: ieder","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","350.7780287","0.240368391"
"1327","11: aan","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.0183971","0.124025699"
"1328","12: een","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.1424228","0.245856254"
"1329","13: kant","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.388279","0.181099473"
"1330","14: van","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.5693785","0.113049974"
"1331","15: de","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.6824285","0.079025224"
"1332","16: schoorsteen.","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","351.7614537","0.700251294"
"1333","17: Ze","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","353.3547376","0.103171821"
"1334","18: hielden","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","353.4579094","0.401711557"
"1335","19: hun","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","353.859621","0.09000095"
"1336","20: hoofden","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","353.9496219","0.284271293"
"1337","21: enigszins","17.1","2","1","2","1","1","1","2","1","2","2","1","1","2","354.2338932","0.545667121"
"1338","22: scheef","17.1","2","1","2","1","1","1","2","1","2","2","1","1","2","354.7795603","0.593786755"
"1339","23: en","17.1","1","1","2","2","1","1","2","1","2","2","1","1","1","355.3733471","0.243661108"
"1340","24: keken","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","356.0363568","0.277685858"
"1341","25: zwijgend","17.1","1","1","2","2","1","1","2","2","2","2","1","1","2","356.3140427","0.511468813"
"1342","26: naar","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","356.8255115","0.065854354"
"1343","27: de","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","356.8913659","0.073537362"
"1344","28: luidsprekers","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","356.9649032","0.648110885"
"1345","29: van","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","357.6130141","0.145977151"
"1346","30: de","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","357.7589913","0.040610185"
"1347","31: radio.","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","357.7996014","0.539451426"
"1348","32: 'Wie","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","359.5789184","0.106464538"
"1349","33: schreeuwt","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","359.6853829","0.409394565"
"1350","34: daar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","360.0947775","0.151465013"
"1351","35: zo?'","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","360.2462425","0.334759631"
"1352","36: vroeg","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","360.6402711","0.251344116"
"1354","38: 'Dat","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","361.825812","0.151465013"
"1355","39: is","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","361.977277","0.162440739"
"1356","40: Hitler","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","362.1397178","0.469761056"
"1357","41: zei","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","362.9837511","0.173416465"
"1359","43: vader.","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","363.3189559","0.433541162"
"1361","45: gaf","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","363.8885961","0.27878343"
"1363","47: met","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","364.3276251","0.118537837"
"1364","48: een","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","364.4461629","0.100052661"
"1365","49: handgebaar","17.1","1","1","1","2","1","1","1","1","1","2","1","1","1","364.5462156","0.550981426"
"1366","50: te","17.1","1","1","1","2","1","2","1","2","1","2","1","1","1","365.127929","0.061464063"
"1367","51: kennen","17.1","1","1","1","2","1","2","1","2","1","2","1","1","1","365.2958576","0.28655333"
"1368","52: dat","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","365.8230398","0.151465013"
"1370","54: stil","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","366.0425543","0.27000285"
"1371","55: moest","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","366.3125572","0.282076148"
"1372","56: zijn.","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","366.5946333","0.335857204"
"1374","58: bleef","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","368.0987422","0.280978576"
"1375","59: even","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","368.3797208","0.198660634"
"1376","60: staan","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","368.5783814","0.189880053"
"1377","61: luisteren.","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","368.7682614","0.549883853"
"1378","62: Het","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.0016394","0.080122797"
"1379","63: was","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.0817622","0.142684433"
"1380","64: net","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.2244466","0.140489288"
"1381","65: het","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.3649359","0.107562111"
"1382","66: eerste","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.472498","0.293051874"
"1383","67: jaar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.7655499","0.211831504"
"1384","68: dat","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.9773814","0.158050449"
"1386","70: Duits","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.1936032","0.362198945"
"1387","71: had","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.5558022","0.094195508"
"1388","72: op","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.6499977","0.075732507"
"1389","73: school","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.7257302","0.327076623"
"1390","74: en","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.0528068","0.109757256"
"1392","76: begreep","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.2404917","0.357808655"
"1393","77: er","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.5983004","0.083415515"
"1394","78: maar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.6817159","0.155855304"
"1395","79: weinig","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.8375712","0.302006012"
"1396","80: van.","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","373.1395772","0.358906227"
"1398","82: verstond","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","374.6827423","0.419272718"
"1399","83: alleen","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","375.102015","0.267807705"
"1400","84: het","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","375.3698227","0.070244644"
"1401","85: woord","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","375.4400673","0.327435164"
"1402","86: 'Juden'","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","375.866284","0.691470713"
"1403","87: dat","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","377.1442058","0.131708707"
"1404","88: de","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","377.2759145","0.04280533"
"1405","89: man","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","377.3187199","0.221709657"
"1406","90: steeds","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","377.5404295","0.324881478"
"1407","91: vaker","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","377.865311","0.295247019"
"1408","92: uitsprak","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","378.160558","0.600372191"
"1409","93: en","17.1","1","1","1","1","1","1","2","1","2","1","2","2","1","379.1539369","0.074634934"
"1410","94: op","17.1","1","1","1","1","1","1","2","1","2","1","2","2","1","379.2285718","0.099879103"
"1411","95: een","17.1","1","1","1","1","1","1","2","1","2","2","2","2","1","379.3284509","0.059268918"
"1412","96: steeds","17.1","2","1","1","1","1","1","2","1","2","2","2","2","2","379.3877198","0.429150871"
"1413","97: verachtelijker","17.1","2","2","1","1","1","2","2","2","2","2","2","2","2","379.8168707","0.856280381"
"1414","98: toon","17.1","2","1","1","1","1","1","2","2","2","2","2","2","2","380.7422981","0.345735357"
"1415","99: alsof","17.1","2","1","2","2","1","2","2","2","2","2","2","2","2","381.3695442","0.257929552"
"1418","102: trapte.","17.1","2","1","2","2","1","2","2","2","2","2","2","2","2","382.59224","0.50159066"
"1419","103: Ook","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","384.8202794","0.192075198"
"1420","104: op","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","385.0123546","0.088903377"
"1422","106: kamer","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","385.2318691","0.347930502"
"1423","107: boven","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","385.5797996","0.410492138"
"1424","108: hoorde","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","385.9902917","0.316100898"
"1426","110: de","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","386.4025116","0.077927652"
"1427","111: stem.","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","386.4804393","0.45439504"
"1429","113: drong","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","388.0553468","0.27878343"
"1430","114: door","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","388.3341303","0.320491188"
"1431","115: tot","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","388.6908414","0.130611135"
"1432","116: in","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","388.8214525","0.126220844"
"1433","117: alle","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","389.0047471","0.228012468"
"1434","118: hoeken","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","389.2327596","0.268905277"
"1435","119: van","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","389.5016649","0.165733457"
"1436","120: het","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","389.6673983","0.105366966"
"1437","121: huis.","17.1","1","1","2","2","1","1","2","2","2","2","2","2","1","389.7727653","0.46875015"
"1440","124: zelfs","17.1","1","1","2","2","1","1","1","1","2","2","2","2","1","391.414255","0.376467388"
"1441","125: de","17.1","2","1","2","2","1","2","1","1","2","2","2","2","1","391.8170642","0.087805805"
"1442","126: roffelende","17.1","2","2","2","2","2","2","1","2","2","2","2","2","2","391.90487","0.554904334"
"1443","127: wastafelkraan","17.1","2","2","2","2","2","2","1","2","2","2","2","2","2","392.4597743","1.001985657"
"1444","128: die","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","393.4617599","0.077927652"
"1446","130: open","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","393.6428594","0.282706339"
"1447","131: had","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","393.9255658","0.201953351"
"1448","132: gezet","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","394.1275191","0.455492613"
"1449","133: omdat","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","394.8596","0.248768256"
"1451","135: benieuwd","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","395.142393","0.41158971"
"1452","136: was","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","395.5539827","0.171221319"
"1453","137: of","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","395.725204","0.087805805"
"1456","140: dan","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","396.2878893","0.142684433"
"1457","141: nog","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","396.4305737","0.113049974"
"1458","142: zou","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","396.5436237","0.122928127"
"1459","143: kunnen","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","396.7280158","0.199475582"
"1460","144: horen.","17.1","1","1","1","2","1","1","1","1","2","1","2","2","1","396.9274914","0.423663008"
"1506","2: legde","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","398.7402896","0.294149446"
"1508","4: boeken","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.1859041","0.357808655"
"1509","5: en","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.5437127","0.121830554"
"1510","6: schriften","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","399.6655433","0.386345541"
"1511","7: klaar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","400.1287189","0.339508462"
"1512","8: maar","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","400.9742083","0.068125415"
"1513","9: voor","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","401.0423337","0.200855779"
"1515","11: aan","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","401.326605","0.14158686"
"1517","13: huiswerk","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","401.5889249","0.320491188"
"1518","14: begon","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","401.9577092","0.390735832"
"1519","15: liep","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","402.4603975","0.108463951"
"1521","17: de","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","402.7016677","0.111952401"
"1522","18: zoldertrap","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","402.8136201","0.581713457"
"1523","19: op.","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","403.3953336","0.212929077"
"1524","20: De","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","404.5440135","0.070244644"
"1525","21: zolderdeur","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","404.6142581","0.545493563"
"1526","22: deed","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","405.1597517","0.239270818"
"1528","24: achter","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","405.4692671","0.275490713"
"1530","26: dicht.","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","405.9159792","0.360090466"
"1531","27: Zonder","19.1","1","1","1","2","1","2","1","2","1","1","2","1","1","407.2478556","0.273295568"
"1532","28: licht","19.1","1","1","1","2","1","2","1","2","1","1","2","1","1","407.5211511","0.276588285"
"1533","29: te","19.1","1","1","1","2","1","2","1","2","1","1","2","1","1","407.7977394","0.030732032"
"1534","30: maken","19.1","1","1","1","2","1","2","1","2","1","1","2","1","1","407.8284715","0.485127072"
"1535","31: liep","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","408.3607941","0.116342691"
"1537","33: naar","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","408.5770159","0.129513562"
"1538","34: het","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","408.7065295","0.066755968"
"1539","35: midden","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","408.7732855","0.286466438"
"1540","36: van","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.0597519","0.155855304"
"1541","37: de","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.2156072","0.053781055"
"1542","38: zolder","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.2693883","0.339149921"
"1543","39: en","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.6085382","0.126220844"
"1544","40: bleef","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.734759","0.244758681"
"1545","41: daar","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","409.9795177","0.143684139"
"1546","42: staan.","19.1","1","1","1","2","1","1","1","1","1","1","1","1","1","410.1232019","0.405004275"
"1547","43: Het","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","411.4152073","0.126220844"
"1548","44: geluid","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","411.5414282","0.354515937"
"1549","45: van","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","411.8959441","0.13719657"
"1550","46: de","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","412.0331407","0.045000475"
"1551","47: stem","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","412.0781412","0.336954776"
"1552","48: was","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","412.4150959","0.156952876"
"1553","49: hier","19.1","1","1","1","1","1","1","1","1","1","1","1","1","1","412.5720488","0.09439124"
