"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Onset","Duration","MN"
"1828","136: van","24.1",4,4,2,5,4,3,1,2,4,6,5,6,2,5,4,5,6,4,4,4,4,2,2,4,2,7,3,"54.1965114","0.142488475",3.85185185185185
"1829","137: hiernaast","24.1",4,4,2,5,4,3,1,2,4,6,5,6,2,5,4,5,6,4,4,4,4,2,2,4,2,7,3,"54.33899988","0.473053774",3.85185185185185
"1830","138: op","24.1",4,4,2,5,4,3,1,2,4,6,6,6,2,5,4,5,6,4,4,4,4,2,2,4,2,7,3,"54.81205365","0.058171346",3.88888888888889
"1831","139: de","24.1",4,4,2,5,4,3,1,2,4,6,6,6,2,5,4,5,6,4,4,4,4,2,2,4,2,7,3,"54.870225","0.133903852",3.88888888888889
"1832","140: muur.","24.1",4,4,2,5,4,3,1,2,4,6,6,6,2,5,4,5,6,4,4,4,4,2,2,4,2,7,3,"55.00412885","0.433541162",3.88888888888889
"1833","141: Het","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"56.0671983","0.127318417",4.77777777777778
"1834","142: krassen","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"56.19451672","0.379760106",4.77777777777778
"1835","143: is","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"56.57427683","0.113049974",4.77777777777778
"1836","144: voor","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"56.6873268","0.116342691",4.77777777777778
"1837","145: mij","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"56.80366949","0.205246069",4.77777777777778
"1838","146: bestemd.","24.1",5,6,6,6,4,6,1,2,6,6,7,6,5,5,5,7,6,4,4,4,4,6,2,4,2,7,3,"57.00891556","0.525737257",4.77777777777778
"1839","147: De","24.1",5,3,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"58.52774905","0.041707757",4.88888888888889
"1840","148: man","24.1",5,3,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"58.56945681","0.238173246",4.88888888888889
"1841","149: wil","24.1",5,3,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"58.80763005","0.103171821",4.88888888888889
"1842","150: me","24.1",5,3,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"58.91080187","0.079025224",4.88888888888889
"1843","151: eerst","24.1",5,3,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"58.9898271","0.198660634",4.88888888888889
"1844","152: bang","24.1",5,7,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"59.18848773","0.273295568",5.03703703703704
"1845","153: maken.","24.1",5,7,6,7,5,6,1,2,5,6,7,6,5,5,5,7,6,5,4,6,4,6,2,4,2,7,5,"59.4617833","0.45878533",5.03703703703704
"1846","154: Daarna","24.1",5,4,6,6,5,6,1,2,5,6,7,6,6,5,3,7,6,5,4,6,4,6,2,4,2,7,3,"60.4855249","0.260124697",4.77777777777778
"1847","155: wil","24.1",5,4,6,6,5,6,1,2,5,6,7,6,6,5,3,7,6,5,4,6,4,6,2,4,2,7,5,"60.7456496","0.116342691",4.85185185185185
"1848","156: hij","24.1",5,4,6,6,5,6,1,2,5,6,7,6,6,5,3,7,6,5,4,6,5,6,2,4,2,7,5,"60.86199229","0.113049974",4.88888888888889
